"date_id","balance_id","balance_date","account_id","account_number","account_type","credit_score","currency_code","currency_name","opening_balance","closing_balance","average_balance"
1688,3374,"2024-08-14",50,7268934381,Savings,666,INR,Indian Rupee,880443.68,109165.19,525847.795
1605,86880,"2024-05-23",30,7697169500,Checking,553,USD,Us Dollar,15983.2,697333.54,268729.35
1110,20689,"2023-01-14",75,2100030995,Investment,357,EUR,Euro,863201.21,21152.13,683442.095
422,15537,"2021-02-25",21,3221389644,Savings,600,EUR,Euro,747049.0,75981.71,870979.27
271,91639,"2020-09-27",40,6440589972,Investment,338,EUR,Euro,654464.07,84192.51,679566.5
1709,44599,"2024-09-04",92,2027696396,Investment,719,USD,Us Dollar,743657.1,448615.95,435900.165
688,47008,"2021-11-18",48,7413651771,Checking,442,INR,Indian Rupee,102839.63,569883.74,590861.245
1706,77419,"2024-09-01",59,5988217223,Checking,760,EUR,Euro,860123.6,492245.39,701578.455
1658,20393,"2024-07-15",90,6196253681,Savings,834,INR,Indian Rupee,131118.26,310338.46,512991.65
569,27486,"2021-07-22",18,1210678639,Investment,518,EUR,Euro,445236.08,85172.87,411335.155
1519,66283,"2024-02-27",17,6920920144,Checking,748,INR,Indian Rupee,310899.02,153414.19,432396.955
1016,77815,"2022-10-12",4,9287849202,Investment,790,EUR,Euro,996354.51,667110.51,266876.195
1074,75438,"2022-12-09",11,1378115510,Savings,677,USD,Us Dollar,312297.64,619805.79,552843.955
202,79566,"2020-07-20",45,8713903249,Investment,540,EUR,Euro,130951.96,757957.35,200344.4
357,89146,"2020-12-22",14,7850976653,Investment,698,INR,Indian Rupee,974601.12,280158.38,634295.87
1625,86579,"2024-06-12",86,9539212672,Checking,664,USD,Us Dollar,230941.86,432907.25,751137.92
399,18116,"2021-02-02",5,8185036628,Savings,709,EUR,Euro,990842.55,242731.48,550222.37
1372,39276,"2023-10-03",58,5002360478,Investment,467,INR,Indian Rupee,529780.76,78303.07,356669.74
503,33170,"2021-05-17",24,1402844576,Savings,695,USD,Us Dollar,191778.17,505410.26,896173.13
742,34593,"2022-01-11",42,4596726978,Savings,593,USD,Us Dollar,331789.23,830099.33,452340.725
904,80445,"2022-06-22",64,2829800635,Investment,521,USD,Us Dollar,537056.5,462536.01,463812.68
586,77554,"2021-08-08",25,9343070075,Investment,339,EUR,Euro,879497.27,128096.71,651354.135
1017,20136,"2022-10-13",28,1764838640,Investment,783,EUR,Euro,123938.09,225230.59,388196.37
562,18731,"2021-07-15",3,4467657561,Checking,576,USD,Us Dollar,800864.81,657499.16,475748.13
1648,67121,"2024-07-05",100,7146993266,Savings,670,INR,Indian Rupee,245314.82,904326.16,701351.245
516,60806,"2021-05-30",93,8902869633,Savings,721,EUR,Euro,980641.46,329733.35,502161.715
1367,98976,"2023-09-28",11,1378115510,Savings,677,EUR,Euro,740131.53,534598.74,193535.1
1094,9680,"2022-12-29",94,4187234787,Savings,615,INR,Indian Rupee,295720.86,948297.35,811587.225
43,46220,"2020-02-12",17,6920920144,Checking,748,INR,Indian Rupee,576188.81,347914.41,800593.06
1808,8355,"2024-12-12",55,4095934095,Savings,315,USD,Us Dollar,36178.65,604347.87,642671.72
512,39870,"2021-05-26",87,3297859812,Checking,628,INR,Indian Rupee,624749.36,529156.91,453087.175
280,87384,"2020-10-06",42,4596726978,Savings,593,INR,Indian Rupee,259910.81,672856.71,192606.72
1594,89080,"2024-05-12",53,9367791903,Investment,461,USD,Us Dollar,855098.23,509984.24,454690.945
1229,14685,"2023-05-13",98,4963601096,Savings,332,INR,Indian Rupee,529703.75,883666.54,132316.105
961,48177,"2022-08-18",6,9559156298,Investment,490,INR,Indian Rupee,448765.5,760490.95,697864.235
596,64586,"2021-08-18",94,4187234787,Savings,615,INR,Indian Rupee,862580.07,725606.85,909265.93
530,84666,"2021-06-13",69,8735587101,Checking,836,USD,Us Dollar,669206.67,194624.43,823610.32
1357,30688,"2023-09-18",19,6221773017,Investment,476,USD,Us Dollar,472284.11,841466.39,928669.24
1430,14438,"2023-11-30",24,1402844576,Savings,695,EUR,Euro,733771.61,363390.32,393385.645
1454,71549,"2023-12-24",36,8666354042,Savings,558,EUR,Euro,948385.04,339680.19,357012.97
634,41621,"2021-09-25",85,9356198692,Savings,506,USD,Us Dollar,285161.66,449056.88,939475.865
127,85002,"2020-05-06",89,2389511583,Savings,819,INR,Indian Rupee,821894.2,570723.26,245966.875
207,45924,"2020-07-25",93,8902869633,Savings,721,INR,Indian Rupee,951681.32,816452.16,460010.875
1079,20159,"2022-12-14",82,9992038947,Investment,664,USD,Us Dollar,558580.47,40122.12,271502.34
1330,64515,"2023-08-22",65,3274150100,Investment,660,INR,Indian Rupee,781569.64,20302.41,614295.105
926,30563,"2022-07-14",1,4051390763,Investment,310,EUR,Euro,270695.89,788809.73,263559.9
1694,3825,"2024-08-20",51,8023173848,Savings,789,INR,Indian Rupee,508241.97,116500.93,244487.95
913,68892,"2022-07-01",66,4959466220,Investment,521,INR,Indian Rupee,296633.97,717205.17,267164.18
546,51476,"2021-06-29",65,3274150100,Investment,660,USD,Us Dollar,977304.59,323634.62,112542.78
1418,58661,"2023-11-18",21,3221389644,Savings,600,USD,Us Dollar,245876.26,220024.03,531079.845
990,84179,"2022-09-16",95,1905214712,Checking,323,INR,Indian Rupee,189606.11,546027.56,254946.82
8,27755,"2020-01-08",55,4095934095,Savings,315,EUR,Euro,928912.39,215529.9,542304.815
114,81163,"2020-04-23",76,3040393128,Checking,439,INR,Indian Rupee,275238.86,74546.9,730980.76
1547,59023,"2024-03-26",7,9846911760,Investment,728,USD,Us Dollar,168475.71,438635.32,499649.255
1136,53886,"2023-02-09",28,1764838640,Investment,783,INR,Indian Rupee,822665.74,884284.94,900426.01
1761,25694,"2024-10-26",22,3816279528,Investment,674,EUR,Euro,715892.8,306769.77,513579.88
1406,66582,"2023-11-06",90,6196253681,Savings,834,INR,Indian Rupee,377694.9,81059.27,478948.285
1216,48633,"2023-04-30",58,5002360478,Investment,467,INR,Indian Rupee,212833.65,343684.16,453094.26
224,48304,"2020-08-11",98,4963601096,Savings,332,USD,Us Dollar,41155.64,538856.49,526422.12
704,81994,"2021-12-04",16,1810851648,Savings,657,INR,Indian Rupee,865554.72,954733.4,566558.35
1639,81124,"2024-06-26",89,2389511583,Savings,819,USD,Us Dollar,715615.93,303407.45,536006.145
1393,16062,"2023-10-24",44,6051679619,Checking,539,USD,Us Dollar,777866.77,285447.94,487785.735
852,58041,"2022-05-01",32,7493577945,Investment,678,EUR,Euro,604022.01,295271.95,747084.375
1212,86766,"2023-04-26",9,7454293392,Investment,628,USD,Us Dollar,446728.56,662645.04,528329.25
417,39240,"2021-02-20",62,2171840078,Savings,836,INR,Indian Rupee,894262.3,412111.6,446063.17
1492,52566,"2024-01-31",7,9846911760,Investment,728,EUR,Euro,397997.8,878303.43,630183.985
603,62052,"2021-08-25",73,6065704667,Checking,350,USD,Us Dollar,169980.12,990117.22,635852.025
209,98619,"2020-07-27",63,7414476694,Checking,751,INR,Indian Rupee,980416.72,200865.09,504868.165
1285,83533,"2023-07-08",7,9846911760,Investment,728,EUR,Euro,393832.22,565345.56,769524.93
191,85999,"2020-07-09",53,9367791903,Investment,461,EUR,Euro,537055.06,833344.26,525258.45
876,16636,"2022-05-25",89,2389511583,Savings,819,USD,Us Dollar,183645.57,634287.55,310096.585
288,21443,"2020-10-14",52,5623049910,Checking,438,EUR,Euro,850525.33,21194.03,550552.05
181,45373,"2020-06-29",83,7156618058,Savings,644,USD,Us Dollar,894819.64,463068.33,208517.035
1818,5737,"2024-12-22",56,9543734386,Savings,612,EUR,Euro,208809.4,786954.08,658295.18
1660,9045,"2024-07-17",97,7740150564,Investment,586,USD,Us Dollar,245523.54,973691.13,511406.41
86,58154,"2020-03-26",9,7454293392,Investment,628,INR,Indian Rupee,996850.23,523776.2,390736.22
1377,32072,"2023-10-08",49,9139215473,Savings,443,INR,Indian Rupee,251006.61,701230.71,562991.185
1398,99327,"2023-10-29",65,3274150100,Investment,660,USD,Us Dollar,196267.43,555296.44,511780.58
300,20794,"2020-10-26",95,1905214712,Checking,323,INR,Indian Rupee,787024.78,835916.34,270115.375
1224,90894,"2023-05-08",91,8905846858,Investment,404,EUR,Euro,831045.78,866052.14,761240.19
235,82871,"2020-08-22",69,8735587101,Checking,836,INR,Indian Rupee,736404.04,236912.19,841588.43
370,14116,"2021-01-04",80,2743334768,Investment,398,USD,Us Dollar,884001.07,329887.09,226401.41
871,35706,"2022-05-20",9,7454293392,Investment,628,USD,Us Dollar,599671.78,841628.17,141962.655
843,49214,"2022-04-22",41,3302270666,Savings,726,EUR,Euro,410568.18,900033.33,192917.58
922,80299,"2022-07-10",54,3249098952,Savings,523,EUR,Euro,676888.71,641895.77,330235.695
997,18001,"2022-09-23",86,9539212672,Checking,664,INR,Indian Rupee,357412.09,932020.91,217484.65
817,54380,"2022-03-27",39,9641676419,Checking,792,INR,Indian Rupee,654453.69,595473.33,483159.08
388,74326,"2021-01-22",37,3399529185,Savings,804,EUR,Euro,298390.2,444912.25,245448.165
1783,72377,"2024-11-17",72,9317981806,Investment,618,USD,Us Dollar,629410.61,283938.92,646735.12
1593,26475,"2024-05-11",79,2507273526,Savings,778,USD,Us Dollar,82948.75,914259.24,285021.955
937,71263,"2022-07-25",48,7413651771,Checking,442,INR,Indian Rupee,922999.83,494994.93,175831.555
193,10752,"2020-07-11",87,3297859812,Checking,628,EUR,Euro,6151.18,407644.75,213165.02
418,44385,"2021-02-21",41,3302270666,Savings,726,USD,Us Dollar,217943.4,994064.24,456803.8
1514,46252,"2024-02-22",6,9559156298,Investment,490,USD,Us Dollar,956092.29,630505.33,698832.865
186,33301,"2020-07-04",10,2768618389,Savings,681,USD,Us Dollar,847204.66,954025.2,287122.42
608,40839,"2021-08-30",15,1075123078,Savings,411,USD,Us Dollar,953993.56,552418.2,550837.02
422,64187,"2021-02-25",18,1210678639,Investment,518,EUR,Euro,217484.4,366716.77,821825.735
131,47658,"2020-05-10",19,6221773017,Investment,476,EUR,Euro,735528.99,841866.29,352625.635
233,90593,"2020-08-20",100,7146993266,Savings,670,EUR,Euro,969363.12,414490.3,369486.155
747,48476,"2022-01-16",63,7414476694,Checking,751,USD,Us Dollar,952326.43,815461.43,171149.18
1080,79817,"2022-12-15",53,9367791903,Investment,461,INR,Indian Rupee,543683.57,26991.24,371627.28
308,77593,"2020-11-03",20,5244343629,Savings,800,INR,Indian Rupee,827244.4,941990.29,835129.74
584,63351,"2021-08-06",95,1905214712,Checking,323,EUR,Euro,524755.7,70008.33,886451.13
1813,30471,"2024-12-17",85,9356198692,Savings,506,USD,Us Dollar,707628.25,254699.46,585135.09
851,13019,"2022-04-30",3,4467657561,Checking,576,USD,Us Dollar,137315.69,338896.38,338697.72
1646,59595,"2024-07-03",89,2389511583,Savings,819,INR,Indian Rupee,8120.58,183827.38,580298.53
373,22908,"2021-01-07",90,6196253681,Savings,834,INR,Indian Rupee,503662.45,559779.75,71888.785
940,18488,"2022-07-28",49,9139215473,Savings,443,EUR,Euro,729462.52,201392.77,317648.695
831,13907,"2022-04-10",18,1210678639,Investment,518,INR,Indian Rupee,589658.81,943831.88,257387.135
395,44552,"2021-01-29",100,7146993266,Savings,670,USD,Us Dollar,323661.35,415468.92,163900.26
1797,84509,"2024-12-01",36,8666354042,Savings,558,INR,Indian Rupee,879761.35,186251.98,541729.83
668,13311,"2021-10-29",33,2971836125,Checking,359,EUR,Euro,460046.52,740001.62,783353.01
1682,48386,"2024-08-08",53,9367791903,Investment,461,INR,Indian Rupee,279703.42,838652.82,651429.495
422,36950,"2021-02-25",35,3938325125,Savings,653,EUR,Euro,780278.82,860634.48,637956.01
1491,62224,"2024-01-30",95,1905214712,Checking,323,INR,Indian Rupee,825341.9,8066.34,780925.2
1483,67007,"2024-01-22",29,6684283366,Investment,776,EUR,Euro,308852.28,24616.83,804784.785
1205,30694,"2023-04-19",61,7750543145,Savings,640,INR,Indian Rupee,445326.11,441429.41,646583.255
1004,35888,"2022-09-30",87,3297859812,Checking,628,INR,Indian Rupee,289599.46,624963.35,755249.025
1241,90036,"2023-05-25",67,1594417161,Investment,415,USD,Us Dollar,236508.82,181386.95,295204.165
378,37905,"2021-01-12",46,2335408268,Checking,561,INR,Indian Rupee,784352.71,910928.86,976777.12
295,98980,"2020-10-21",57,2988264762,Checking,843,INR,Indian Rupee,506354.5,742122.13,39676.34
1036,27655,"2022-11-01",19,6221773017,Investment,476,INR,Indian Rupee,917914.43,733991.07,363947.3
1129,70009,"2023-02-02",77,8745713343,Checking,601,EUR,Euro,620647.62,486263.49,808873.595
1713,69489,"2024-09-08",44,6051679619,Checking,539,EUR,Euro,768026.62,499078.01,497175.46
931,24515,"2022-07-19",56,9543734386,Savings,612,INR,Indian Rupee,811995.63,552053.09,545172.82
1718,40985,"2024-09-13",88,5866494339,Investment,422,EUR,Euro,559245.27,470376.53,578760.315
1572,5748,"2024-04-20",71,6983934777,Investment,456,INR,Indian Rupee,597131.86,560296.67,824085.24
1585,56592,"2024-05-03",80,2743334768,Investment,398,INR,Indian Rupee,76227.22,334798.57,194227.36
1378,48683,"2023-10-09",97,7740150564,Investment,586,EUR,Euro,677897.85,619136.22,801019.525
940,59442,"2022-07-28",62,2171840078,Savings,836,INR,Indian Rupee,78864.44,963421.74,583466.14
955,4706,"2022-08-12",26,5159171446,Savings,508,INR,Indian Rupee,186355.51,322342.27,554751.86
377,46680,"2021-01-11",21,3221389644,Savings,600,INR,Indian Rupee,112779.11,648788.14,892250.2
608,46803,"2021-08-30",70,5975269469,Checking,732,EUR,Euro,419890.15,904815.4,782963.32
383,15411,"2021-01-17",12,2552240900,Investment,553,INR,Indian Rupee,345687.57,953054.54,568281.515
1473,26984,"2024-01-12",5,8185036628,Savings,709,USD,Us Dollar,514045.46,400043.87,335988.83
308,58104,"2020-11-03",7,9846911760,Investment,728,INR,Indian Rupee,845837.11,50617.24,272453.485
1568,41894,"2024-04-16",85,9356198692,Savings,506,USD,Us Dollar,839498.55,638303.48,471657.455
1308,3499,"2023-07-31",72,9317981806,Investment,618,USD,Us Dollar,398660.93,997433.95,242459.9
860,69375,"2022-05-09",66,4959466220,Investment,521,EUR,Euro,602329.38,94134.12,345381.945
1463,42336,"2024-01-02",64,2829800635,Investment,521,INR,Indian Rupee,607028.81,73992.2,674720.715
251,21819,"2020-09-07",34,2387898494,Investment,827,EUR,Euro,41167.63,527935.87,624540.915
842,65444,"2022-04-21",45,8713903249,Investment,540,USD,Us Dollar,460269.41,302936.27,779694.11
1420,15230,"2023-11-20",50,7268934381,Savings,666,EUR,Euro,555631.28,647623.09,492592.835
216,20947,"2020-08-03",78,7718346871,Checking,775,USD,Us Dollar,464381.36,929695.65,724055.795
1117,64165,"2023-01-21",66,4959466220,Investment,521,USD,Us Dollar,656279.11,928110.52,547030.625
553,68257,"2021-07-06",94,4187234787,Savings,615,EUR,Euro,840718.53,120266.03,315912.35
1486,69051,"2024-01-25",90,6196253681,Savings,834,EUR,Euro,511837.58,853659.21,401898.57
863,7978,"2022-05-12",67,1594417161,Investment,415,USD,Us Dollar,13017.63,263462.31,258328.095
1741,54018,"2024-10-06",39,9641676419,Checking,792,INR,Indian Rupee,264001.0,643904.3,353476.885
1458,42982,"2023-12-28",11,1378115510,Savings,677,INR,Indian Rupee,219280.34,59372.55,671536.555
1665,95339,"2024-07-22",48,7413651771,Checking,442,INR,Indian Rupee,846899.12,783454.22,132814.92
1346,82293,"2023-09-07",79,2507273526,Savings,778,EUR,Euro,145583.94,906749.8,730634.885
340,2986,"2020-12-05",80,2743334768,Investment,398,EUR,Euro,370905.14,716645.63,563306.275
1022,73226,"2022-10-18",7,9846911760,Investment,728,INR,Indian Rupee,979121.67,794274.35,387147.665
429,10351,"2021-03-04",46,2335408268,Checking,561,EUR,Euro,70461.48,463622.92,209939.085
1373,83684,"2023-10-04",17,6920920144,Checking,748,USD,Us Dollar,580277.78,913008.86,589553.805
1558,9649,"2024-04-06",26,5159171446,Savings,508,INR,Indian Rupee,85340.96,769815.85,512326.17
1137,12445,"2023-02-10",63,7414476694,Checking,751,INR,Indian Rupee,923238.54,357760.43,258096.625
1215,60236,"2023-04-29",78,7718346871,Checking,775,INR,Indian Rupee,961690.84,913977.99,429603.565
735,14749,"2022-01-04",79,2507273526,Savings,778,EUR,Euro,973766.93,728711.31,302690.63
183,94536,"2020-07-01",72,9317981806,Investment,618,EUR,Euro,235449.32,116016.82,667640.0
1437,56757,"2023-12-07",70,5975269469,Checking,732,USD,Us Dollar,186370.29,738928.1,189599.945
1665,3372,"2024-07-22",28,1764838640,Investment,783,USD,Us Dollar,540619.78,364170.05,167375.08
1219,20943,"2023-05-03",34,2387898494,Investment,827,USD,Us Dollar,213265.35,395796.85,296877.4
361,23730,"2020-12-26",65,3274150100,Investment,660,USD,Us Dollar,842770.64,556007.09,345318.605
1563,36276,"2024-04-11",98,4963601096,Savings,332,INR,Indian Rupee,272875.02,115194.63,131182.755
1201,54314,"2023-04-15",73,6065704667,Checking,350,INR,Indian Rupee,727024.75,934627.98,545641.205
1450,62311,"2023-12-20",70,5975269469,Checking,732,EUR,Euro,919771.2,327433.97,542383.485
1481,85592,"2024-01-20",54,3249098952,Savings,523,USD,Us Dollar,116093.46,986262.58,286524.315
1412,37778,"2023-11-12",90,6196253681,Savings,834,USD,Us Dollar,389391.6,653305.96,328479.6
1528,23775,"2024-03-07",41,3302270666,Savings,726,USD,Us Dollar,636458.73,135204.39,526247.195
1827,71523,"2024-12-31",77,8745713343,Checking,601,USD,Us Dollar,269421.44,966651.8,318636.995
782,50063,"2022-02-20",87,3297859812,Checking,628,EUR,Euro,464516.45,997549.89,478756.6
575,95441,"2021-07-28",31,5341948287,Savings,705,USD,Us Dollar,168102.26,188641.51,364548.505
1582,64215,"2024-04-30",11,1378115510,Savings,677,EUR,Euro,46093.4,61040.48,196698.89
1395,34127,"2023-10-26",94,4187234787,Savings,615,INR,Indian Rupee,269357.92,788451.93,311424.81
158,13839,"2020-06-06",72,9317981806,Investment,618,INR,Indian Rupee,504558.54,735204.94,419490.585
370,23355,"2021-01-04",10,2768618389,Savings,681,USD,Us Dollar,443303.78,968720.99,400527.08
1439,97846,"2023-12-09",11,1378115510,Savings,677,INR,Indian Rupee,325219.34,786192.3,489466.395
1111,40738,"2023-01-15",37,3399529185,Savings,804,EUR,Euro,65658.23,471256.73,143280.11
509,85072,"2021-05-23",44,6051679619,Checking,539,USD,Us Dollar,524318.09,837114.39,697507.305
1695,97722,"2024-08-21",81,1133303244,Investment,729,USD,Us Dollar,450427.14,964037.51,413116.665
838,28055,"2022-04-17",17,6920920144,Checking,748,INR,Indian Rupee,557695.76,889704.07,616608.785
1302,5895,"2023-07-25",92,2027696396,Investment,719,INR,Indian Rupee,314693.4,395141.83,460860.05
1000,4650,"2022-09-26",5,8185036628,Savings,709,EUR,Euro,132534.96,984443.1,587857.905
1304,15343,"2023-07-27",24,1402844576,Savings,695,EUR,Euro,34089.02,667350.2,532359.745
143,88021,"2020-05-22",84,2835651681,Investment,828,EUR,Euro,569876.5,113682.0,177362.355
751,39053,"2022-01-20",5,8185036628,Savings,709,USD,Us Dollar,128496.52,882909.55,282752.645
1790,97097,"2024-11-24",87,3297859812,Checking,628,EUR,Euro,277462.07,142308.43,472310.32
722,13276,"2021-12-22",54,3249098952,Savings,523,EUR,Euro,621660.86,77990.16,268388.54
1134,78136,"2023-02-07",24,1402844576,Savings,695,EUR,Euro,96800.44,352994.88,300234.1
1401,84294,"2023-11-01",57,2988264762,Checking,843,USD,Us Dollar,32163.27,965423.87,554970.375
850,15737,"2022-04-29",5,8185036628,Savings,709,INR,Indian Rupee,534720.43,406026.38,502303.765
479,71682,"2021-04-23",29,6684283366,Investment,776,EUR,Euro,777290.15,315044.94,415316.245
1323,29330,"2023-08-15",1,4051390763,Investment,310,EUR,Euro,736884.19,613806.97,550939.405
513,31388,"2021-05-27",92,2027696396,Investment,719,USD,Us Dollar,496527.93,670452.22,502057.365
42,56476,"2020-02-11",76,3040393128,Checking,439,EUR,Euro,789840.16,268281.1,341085.58
882,23258,"2022-05-31",26,5159171446,Savings,508,USD,Us Dollar,203415.94,697632.44,176556.675
218,55143,"2020-08-05",45,8713903249,Investment,540,INR,Indian Rupee,163545.43,140514.58,97457.215
312,81848,"2020-11-07",67,1594417161,Investment,415,INR,Indian Rupee,508671.68,791469.87,484550.555
1434,46695,"2023-12-04",25,9343070075,Investment,339,USD,Us Dollar,23052.27,682665.18,644699.48
348,24004,"2020-12-13",76,3040393128,Checking,439,USD,Us Dollar,776560.78,954885.27,486942.58
1544,15114,"2024-03-23",73,6065704667,Checking,350,EUR,Euro,511560.39,975367.85,646754.475
1078,59400,"2022-12-13",62,2171840078,Savings,836,USD,Us Dollar,969558.22,930312.76,365890.34
1385,72164,"2023-10-16",53,9367791903,Investment,461,USD,Us Dollar,322169.57,46679.35,723843.985
215,36880,"2020-08-02",65,3274150100,Investment,660,INR,Indian Rupee,399029.44,21100.75,552530.72
1016,5338,"2022-10-12",66,4959466220,Investment,521,INR,Indian Rupee,43259.99,609961.43,278086.415
1147,92282,"2023-02-20",75,2100030995,Investment,357,INR,Indian Rupee,158262.6,381530.26,375054.87
1086,21402,"2022-12-21",86,9539212672,Checking,664,USD,Us Dollar,465944.48,903443.0,753172.195
1475,14347,"2024-01-14",33,2971836125,Checking,359,INR,Indian Rupee,840653.03,675341.38,766825.805
1087,26010,"2022-12-22",24,1402844576,Savings,695,EUR,Euro,60809.25,294167.71,500765.735
1709,33782,"2024-09-04",70,5975269469,Checking,732,EUR,Euro,842176.95,653094.92,256625.325
1141,72333,"2023-02-14",11,1378115510,Savings,677,INR,Indian Rupee,25240.55,271873.51,882361.125
554,68274,"2021-07-07",39,9641676419,Checking,792,USD,Us Dollar,940351.12,723534.73,502915.155
908,14785,"2022-06-26",100,7146993266,Savings,670,USD,Us Dollar,904250.91,298217.39,449565.615
728,36429,"2021-12-28",43,8138063800,Savings,601,INR,Indian Rupee,605364.24,772108.12,470270.225
1150,9289,"2023-02-23",84,2835651681,Investment,828,USD,Us Dollar,209586.57,557167.43,929407.87
166,25972,"2020-06-14",88,5866494339,Investment,422,EUR,Euro,345537.59,635775.27,309186.485
1177,3821,"2023-03-22",59,5988217223,Checking,760,INR,Indian Rupee,973981.98,743425.1,310534.985
987,62598,"2022-09-13",49,9139215473,Savings,443,USD,Us Dollar,234396.79,264619.7,392580.565
1292,7038,"2023-07-15",8,3080407149,Savings,579,EUR,Euro,838272.76,580822.24,901878.19
1145,97964,"2023-02-18",64,2829800635,Investment,521,USD,Us Dollar,115856.98,405616.88,718564.505
1464,78736,"2024-01-03",57,2988264762,Checking,843,EUR,Euro,54174.61,751225.12,565760.495
428,12189,"2021-03-03",28,1764838640,Investment,783,USD,Us Dollar,387851.19,512887.58,553216.89
101,60285,"2020-04-10",8,3080407149,Savings,579,INR,Indian Rupee,534290.62,13698.49,138898.835
1706,60887,"2024-09-01",25,9343070075,Investment,339,USD,Us Dollar,33295.67,594053.04,252779.46
1810,40980,"2024-12-14",54,3249098952,Savings,523,EUR,Euro,227740.17,530054.68,375940.695
1733,91285,"2024-09-28",11,1378115510,Savings,677,EUR,Euro,930500.3,949271.67,776776.995
828,95296,"2022-04-07",6,9559156298,Investment,490,EUR,Euro,269310.24,458099.94,164187.11
614,51005,"2021-09-05",6,9559156298,Investment,490,USD,Us Dollar,297526.09,127741.93,687676.615
479,71621,"2021-04-23",11,1378115510,Savings,677,USD,Us Dollar,294309.19,361541.57,512677.255
1128,85101,"2023-02-01",69,8735587101,Checking,836,INR,Indian Rupee,389850.68,754866.46,517588.6
1570,25813,"2024-04-18",6,9559156298,Investment,490,EUR,Euro,949714.29,173762.68,777801.205
137,95552,"2020-05-16",78,7718346871,Checking,775,INR,Indian Rupee,664569.15,26946.76,733900.155
521,89774,"2021-06-04",74,8466553961,Checking,513,USD,Us Dollar,778586.39,735809.97,857077.14
1466,51714,"2024-01-05",76,3040393128,Checking,439,EUR,Euro,340176.81,88042.59,339858.335
1690,67852,"2024-08-16",41,3302270666,Savings,726,INR,Indian Rupee,983666.02,135698.62,784539.25
305,8084,"2020-10-31",36,8666354042,Savings,558,USD,Us Dollar,521399.36,552110.48,689751.405
1687,24111,"2024-08-13",63,7414476694,Checking,751,INR,Indian Rupee,137417.41,922406.55,824138.965
792,60191,"2022-03-02",71,6983934777,Investment,456,EUR,Euro,374906.94,497511.91,876893.465
428,96644,"2021-03-03",61,7750543145,Savings,640,INR,Indian Rupee,639447.22,386565.88,129460.755
1426,74823,"2023-11-26",22,3816279528,Investment,674,USD,Us Dollar,849994.58,223601.32,601515.975
1321,40551,"2023-08-13",50,7268934381,Savings,666,EUR,Euro,892389.51,969876.11,289045.445
1498,20140,"2024-02-06",12,2552240900,Investment,553,EUR,Euro,772440.4,933140.58,456155.565
172,71852,"2020-06-20",18,1210678639,Investment,518,USD,Us Dollar,847141.57,451359.19,384889.3
463,9163,"2021-04-07",15,1075123078,Savings,411,EUR,Euro,434820.24,673880.35,267129.33
1020,4939,"2022-10-16",10,2768618389,Savings,681,EUR,Euro,94906.36,565331.01,427342.825
814,80430,"2022-03-24",59,5988217223,Checking,760,USD,Us Dollar,77237.43,64488.88,324784.75
1466,26331,"2024-01-05",15,1075123078,Savings,411,EUR,Euro,275367.9,358131.99,77763.375
366,26828,"2020-12-31",53,9367791903,Investment,461,EUR,Euro,789314.59,622805.05,387374.38
464,43460,"2021-04-08",95,1905214712,Checking,323,INR,Indian Rupee,808653.06,987233.48,328667.695
895,39327,"2022-06-13",64,2829800635,Investment,521,EUR,Euro,570303.61,840758.33,223501.34
722,21546,"2021-12-22",71,6983934777,Investment,456,USD,Us Dollar,369645.82,914708.46,767014.545
1177,91433,"2023-03-22",93,8902869633,Savings,721,USD,Us Dollar,715972.56,789420.39,690934.2
248,50887,"2020-09-04",16,1810851648,Savings,657,INR,Indian Rupee,928044.31,869618.75,806258.905
1050,45466,"2022-11-15",7,9846911760,Investment,728,EUR,Euro,13902.17,740990.34,481727.125
1056,63662,"2022-11-21",49,9139215473,Savings,443,USD,Us Dollar,429657.06,299493.62,301943.97
1387,54593,"2023-10-18",95,1905214712,Checking,323,INR,Indian Rupee,461065.32,450154.1,361530.155
1660,32566,"2024-07-17",20,5244343629,Savings,800,EUR,Euro,458708.49,928474.0,606325.465
888,3739,"2022-06-06",88,5866494339,Investment,422,EUR,Euro,316863.81,688943.74,620539.58
1022,69451,"2022-10-18",17,6920920144,Checking,748,INR,Indian Rupee,974272.34,562180.25,479889.785
1464,54083,"2024-01-03",86,9539212672,Checking,664,EUR,Euro,982107.22,507147.34,330142.015
1272,82512,"2023-06-25",1,4051390763,Investment,310,INR,Indian Rupee,938124.49,415674.36,439009.265
1195,93181,"2023-04-09",7,9846911760,Investment,728,USD,Us Dollar,221789.65,993519.9,571216.365
1070,80827,"2022-12-05",79,2507273526,Savings,778,USD,Us Dollar,430731.6,769036.95,577066.935
380,78918,"2021-01-14",27,2798483663,Investment,698,EUR,Euro,881923.21,765191.15,478523.865
1826,15099,"2024-12-30",97,7740150564,Investment,586,USD,Us Dollar,986745.2,718696.16,448130.215
785,74495,"2022-02-23",8,3080407149,Savings,579,INR,Indian Rupee,208662.91,286907.23,496081.56
1403,82146,"2023-11-03",2,6556879216,Savings,462,INR,Indian Rupee,308265.46,660427.55,274406.85
87,5760,"2020-03-27",10,2768618389,Savings,681,USD,Us Dollar,620545.32,552191.58,501978.665
1061,74815,"2022-11-26",2,6556879216,Savings,462,EUR,Euro,516384.67,84841.99,675327.505
1603,36786,"2024-05-21",63,7414476694,Checking,751,USD,Us Dollar,601953.01,663066.64,894235.45
