"transaction_id","date_id","date","account_number","account_type","credit_score","transaction_type_name","currency_code","currency_name","channel_name","city","state","postal_code","country","transaction_amount","transaction_status"
48230,101,"2020-04-10",9641676419,Checking,792,Transfer,INR,Indian Rupee,Telephone,Pamelaland,New York,8904,Cook Islands,8181.84,Completed
87598,774,"2022-02-12",2835651681,Investment,828,Deposit,INR,Indian Rupee,Online,Oconnorhaven,South Dakota,63371,Nepal,3556.23,Pending
72292,1564,"2024-04-12",5866494339,Investment,422,Transfer,INR,Indian Rupee,Online,East Charles,Vermont,20750,Cuba,8496.98,Completed
92093,111,"2020-04-20",7454293392,Investment,628,Withdrawal,USD,Us Dollar,In-Store,Sonyaland,New York,25204,Nigeria,2958.24,Pending
65542,277,"2020-10-03",2835651681,Investment,828,Withdrawal,EUR,Euro,Online,Port Frank,Missouri,29206,Mauritius,3679.61,Failed
34231,1693,"2024-08-19",3221389644,Savings,600,Deposit,EUR,Euro,ATM,Port Frank,Missouri,29206,Mauritius,7223.56,Pending
44826,289,"2020-10-15",7718346871,Checking,775,Transfer,USD,Us Dollar,Telephone,East Seanport,North Dakota,67260,Iraq,4397.33,Completed
80393,287,"2020-10-13",4467657561,Checking,576,Transfer,USD,Us Dollar,Mobile App,Sarahside,Alabama,21382,Nepal,625.45,Completed
26218,503,"2021-05-17",7750543145,Savings,640,Deposit,USD,Us Dollar,In-Store,Nicolebury,Mississippi,13554,Lebanon,9478.53,Pending
53046,63,"2020-03-03",3302270666,Savings,726,Payment,INR,Indian Rupee,Online,East Maria,West Virginia,91032,Iraq,2230.08,Failed
96838,147,"2020-05-26",9539212672,Checking,664,Withdrawal,EUR,Euro,Online,North Jamesview,Nevada,72407,Mongolia,8226.77,Completed
61838,1817,"2024-12-21",9641676419,Checking,792,Withdrawal,INR,Indian Rupee,In-Store,Lake Jeremiah,Louisiana,89105,Netherlands Antilles,6425.31,Completed
2539,437,"2021-03-12",1210678639,Investment,518,Withdrawal,EUR,Euro,ATM,Priceland,Alaska,91354,Tuvalu,849.49,Completed
26258,847,"2022-04-26",3302270666,Savings,726,Transfer,USD,Us Dollar,In-Store,Isabelborough,Pennsylvania,4840,Aruba,5246.65,Failed
73117,251,"2020-09-07",1594417161,Investment,415,Payment,INR,Indian Rupee,Online,Pamelaland,New York,8904,Cook Islands,799.82,Pending
60288,439,"2021-03-14",6051679619,Checking,539,Transfer,EUR,Euro,Mobile App,West Darryl,New Hampshire,88852,Colombia,1121.56,Completed
2810,315,"2020-11-10",9356198692,Savings,506,Payment,EUR,Euro,Mobile App,Port Derek,Tennessee,38085,Cayman Islands,3217.3,Pending
89540,498,"2021-05-12",1402844576,Savings,695,Withdrawal,INR,Indian Rupee,ATM,Jacksonchester,Wisconsin,72317,Namibia,7603.53,Completed
76941,1724,"2024-09-19",2743334768,Investment,398,Deposit,INR,Indian Rupee,ATM,Staceyborough,Iowa,41220,Saint Martin,7206.96,Failed
17439,1590,"2024-05-08",8902869633,Savings,721,Payment,EUR,Euro,Online,Port Williamburgh,Kansas,40238,Korea,3634.85,Failed
47880,1029,"2022-10-25",3297859812,Checking,628,Payment,EUR,Euro,Online,Nicolebury,Mississippi,13554,Lebanon,369.56,Completed
76933,567,"2021-07-20",8735587101,Checking,836,Deposit,EUR,Euro,ATM,Cookberg,Louisiana,84988,San Marino,367.25,Failed
12893,475,"2021-04-19",5975269469,Checking,732,Transfer,USD,Us Dollar,Mobile App,North Robertbury,Vermont,5886,Sao Tome and Principe,8326.88,Pending
48155,1629,"2024-06-16",5975269469,Checking,732,Deposit,USD,Us Dollar,ATM,Oconnorhaven,South Dakota,63371,Nepal,8178.94,Failed
36636,1764,"2024-10-29",3040393128,Checking,439,Deposit,EUR,Euro,ATM,East Andrewfort,California,90892,Madagascar,6737.62,Failed
53614,1114,"2023-01-18",5646590499,Investment,814,Deposit,EUR,Euro,Telephone,Hernandezchester,Pennsylvania,17214,Latvia,3884.19,Pending
31383,445,"2021-03-20",7850976653,Investment,698,Transfer,INR,Indian Rupee,In-Store,Lake Stacyhaven,Rhode Island,83569,Niue,6735.47,Pending
73637,209,"2020-07-27",5255412319,Savings,313,Transfer,INR,Indian Rupee,In-Store,East Amy,Missouri,83901,Costa Rica,581.69,Failed
20110,1259,"2023-06-12",6983934777,Investment,456,Payment,USD,Us Dollar,Mobile App,East Seanport,North Dakota,67260,Iraq,6936.92,Completed
58186,845,"2022-04-24",9343070075,Investment,339,Deposit,EUR,Euro,Telephone,Oconnorhaven,South Dakota,63371,Nepal,1740.79,Pending
7101,731,"2021-12-31",9559156298,Investment,490,Payment,USD,Us Dollar,ATM,Port Misty,Delaware,32818,Belarus,3059.0,Pending
53502,705,"2021-12-05",6221773017,Investment,476,Payment,EUR,Euro,In-Store,South Dylanmouth,South Carolina,76424,Palau,4156.0,Pending
113,1687,"2024-08-13",4963601096,Savings,332,Withdrawal,EUR,Euro,In-Store,Port Misty,Delaware,32818,Belarus,9496.76,Pending
41784,1670,"2024-07-27",7493577945,Investment,678,Transfer,EUR,Euro,In-Store,Lake Stacyhaven,Rhode Island,83569,Niue,4944.76,Failed
24338,1536,"2024-03-15",1133303244,Investment,729,Deposit,EUR,Euro,ATM,Sarahside,Alabama,21382,Nepal,5599.7,Failed
83781,1783,"2024-11-17",7414476694,Checking,751,Payment,EUR,Euro,Mobile App,Anthonyburgh,North Dakota,72487,Western Sahara,9267.14,Failed
9910,984,"2022-09-10",7146993266,Savings,670,Transfer,INR,Indian Rupee,Telephone,Port Melissa,Alabama,50584,Saudi Arabia,3874.63,Failed
68195,1111,"2023-01-15",8735587101,Checking,836,Withdrawal,INR,Indian Rupee,ATM,Staceyborough,Iowa,41220,Saint Martin,7896.31,Failed
90688,862,"2022-05-11",9317981806,Investment,618,Payment,USD,Us Dollar,Mobile App,East Amy,Missouri,83901,Costa Rica,2170.37,Pending
94848,1756,"2024-10-21",9356198692,Savings,506,Deposit,INR,Indian Rupee,Telephone,East Andrewfort,California,90892,Madagascar,2872.78,Pending
33919,1114,"2023-01-18",1133303244,Investment,729,Deposit,USD,Us Dollar,ATM,Wilsonport,Delaware,43624,Svalbard & Jan Mayen Islands,8601.63,Completed
10698,480,"2021-04-24",4155141978,Investment,700,Payment,EUR,Euro,Telephone,Priceland,Alaska,91354,Tuvalu,4522.12,Completed
65497,994,"2022-09-20",1075123078,Savings,411,Transfer,INR,Indian Rupee,ATM,Sarahside,Alabama,21382,Nepal,2680.39,Completed
19593,1332,"2023-08-24",8905846858,Investment,404,Payment,EUR,Euro,In-Store,New Austin,Alabama,39336,Cook Islands,6348.96,Completed
47474,315,"2020-11-10",8745713343,Checking,601,Transfer,USD,Us Dollar,Mobile App,Rebeccamouth,Oklahoma,91100,Palestinian Territory,877.75,Pending
23092,1628,"2024-06-15",6556879216,Savings,462,Withdrawal,EUR,Euro,ATM,Delgadoland,Illinois,46645,Belgium,6023.28,Completed
28978,1086,"2022-12-21",8138063800,Savings,601,Payment,USD,Us Dollar,ATM,Lake Stacyhaven,Rhode Island,83569,Niue,9225.37,Completed
12335,774,"2022-02-12",7156618058,Savings,644,Payment,INR,Indian Rupee,Telephone,West Darryl,New Hampshire,88852,Colombia,6463.5,Failed
95466,534,"2021-06-17",7156618058,Savings,644,Payment,USD,Us Dollar,Online,Nicolebury,Mississippi,13554,Lebanon,6402.56,Pending
22864,597,"2021-08-19",2835651681,Investment,828,Withdrawal,USD,Us Dollar,ATM,East Joseshire,Wyoming,33767,Papua New Guinea,6940.01,Pending
83075,177,"2020-06-25",2971836125,Checking,359,Transfer,EUR,Euro,ATM,East Joseshire,Wyoming,33767,Papua New Guinea,666.62,Completed
43690,392,"2021-01-26",8735587101,Checking,836,Withdrawal,EUR,Euro,ATM,North Emily,Ohio,93977,Belarus,2451.34,Pending
96220,170,"2020-06-18",4155141978,Investment,700,Withdrawal,USD,Us Dollar,Mobile App,Sarahside,Alabama,21382,Nepal,1934.67,Completed
27218,206,"2020-07-24",2743334768,Investment,398,Payment,INR,Indian Rupee,In-Store,Port Meagan,Alabama,43600,Netherlands Antilles,137.78,Failed
53220,1396,"2023-10-27",9846911760,Investment,728,Transfer,USD,Us Dollar,ATM,Stephanieview,Oregon,76231,Guernsey,192.51,Failed
6088,904,"2022-06-22",1905214712,Checking,323,Transfer,EUR,Euro,ATM,West Darryl,New Hampshire,88852,Colombia,1346.5,Failed
2913,474,"2021-04-18",6440589972,Investment,338,Payment,EUR,Euro,Telephone,South Dylanmouth,South Carolina,76424,Palau,2097.9,Completed
10614,822,"2022-04-01",2342810792,Savings,816,Deposit,USD,Us Dollar,In-Store,Priceland,Alaska,91354,Tuvalu,4037.79,Completed
7727,1390,"2023-10-21",6656233056,Investment,418,Payment,USD,Us Dollar,Telephone,Port Williamburgh,Kansas,40238,Korea,5323.76,Pending
20005,182,"2020-06-30",7493577945,Investment,678,Transfer,EUR,Euro,Telephone,East Juliashire,Ohio,10640,Aruba,2933.79,Failed
86703,431,"2021-03-06",3297859812,Checking,628,Deposit,EUR,Euro,Mobile App,Sonyaland,New York,25204,Nigeria,7686.1,Pending
50719,185,"2020-07-03",7750543145,Savings,640,Payment,USD,Us Dollar,ATM,North Andrea,Illinois,70137,Grenada,6984.7,Failed
80071,104,"2020-04-13",4467657561,Checking,576,Withdrawal,EUR,Euro,Telephone,Rebeccamouth,Oklahoma,91100,Palestinian Territory,1189.38,Completed
5798,632,"2021-09-23",5002360478,Investment,467,Withdrawal,USD,Us Dollar,In-Store,Nicolebury,Mississippi,13554,Lebanon,7642.72,Completed
20802,992,"2022-09-18",5002360478,Investment,467,Deposit,EUR,Euro,In-Store,Howardtown,Colorado,99418,New Caledonia,1882.01,Completed
88121,1789,"2024-11-23",8023173848,Savings,789,Transfer,USD,Us Dollar,In-Store,Port Frank,Missouri,29206,Mauritius,2954.36,Failed
3114,192,"2020-07-10",1810851648,Savings,657,Deposit,INR,Indian Rupee,In-Store,Oconnorhaven,South Dakota,63371,Nepal,3455.26,Failed
59063,769,"2022-02-07",9992038947,Investment,664,Withdrawal,INR,Indian Rupee,Telephone,North Jamesview,Nevada,72407,Mongolia,2730.98,Pending
26871,1019,"2022-10-15",9992038947,Investment,664,Transfer,EUR,Euro,Online,East Joseshire,Wyoming,33767,Papua New Guinea,4248.97,Completed
89200,1029,"2022-10-25",3126616099,Savings,443,Withdrawal,INR,Indian Rupee,Mobile App,Port Derek,Tennessee,38085,Cayman Islands,2477.51,Failed
54200,1282,"2023-07-05",1133303244,Investment,729,Withdrawal,EUR,Euro,ATM,East Seanport,North Dakota,67260,Iraq,3782.84,Pending
47945,791,"2022-03-01",7740150564,Investment,586,Transfer,USD,Us Dollar,Online,North Nicholas,Oregon,17409,Tokelau,2579.76,Pending
66144,600,"2021-08-22",2743334768,Investment,398,Deposit,INR,Indian Rupee,Online,South Dylanmouth,South Carolina,76424,Palau,4804.4,Failed
48305,1643,"2024-06-30",7146993266,Savings,670,Withdrawal,INR,Indian Rupee,Mobile App,Hernandezchester,Pennsylvania,17214,Latvia,1529.71,Completed
4518,511,"2021-05-25",5255412319,Savings,313,Transfer,INR,Indian Rupee,Telephone,Lake Stacyhaven,Rhode Island,83569,Niue,9366.01,Failed
66872,408,"2021-02-11",6051679619,Checking,539,Payment,USD,Us Dollar,Telephone,South Dylanmouth,South Carolina,76424,Palau,7527.28,Pending
27860,240,"2020-08-27",6556879216,Savings,462,Payment,USD,Us Dollar,ATM,Danielhaven,New Jersey,83735,Sweden,8048.5,Pending
76568,994,"2022-09-20",5623049910,Checking,438,Payment,USD,Us Dollar,Telephone,New Austin,Alabama,39336,Cook Islands,5927.81,Failed
31515,1134,"2023-02-07",3302270666,Savings,726,Withdrawal,INR,Indian Rupee,Telephone,Lake Mark,Virginia,76393,Sierra Leone,9553.8,Pending
34435,1794,"2024-11-28",4095934095,Savings,315,Transfer,INR,Indian Rupee,In-Store,East Maria,West Virginia,91032,Iraq,39.86,Failed
15998,912,"2022-06-30",2743334768,Investment,398,Withdrawal,USD,Us Dollar,Online,North Jamesview,Nevada,72407,Mongolia,3099.03,Completed
79234,675,"2021-11-05",9367791903,Investment,461,Withdrawal,USD,Us Dollar,Telephone,Anthonyburgh,North Dakota,72487,Western Sahara,4710.64,Completed
52969,343,"2020-12-08",7413651771,Checking,442,Transfer,INR,Indian Rupee,In-Store,Stephanieview,Oregon,76231,Guernsey,3506.47,Completed
3361,446,"2021-03-21",9317981806,Investment,618,Deposit,INR,Indian Rupee,ATM,Nicolebury,Mississippi,13554,Lebanon,497.47,Completed
98960,828,"2022-04-07",4051390763,Investment,310,Transfer,EUR,Euro,Telephone,North Jamesview,Nevada,72407,Mongolia,8117.99,Failed
89508,1654,"2024-07-11",9543734386,Savings,612,Deposit,USD,Us Dollar,Mobile App,Smithberg,North Carolina,91280,Christmas Island,2436.92,Pending
49511,147,"2020-05-26",7697169500,Checking,553,Deposit,EUR,Euro,Telephone,Port Meagan,Alabama,43600,Netherlands Antilles,3788.72,Pending
2102,1591,"2024-05-09",3221389644,Savings,600,Transfer,INR,Indian Rupee,In-Store,West Darryl,New Hampshire,88852,Colombia,6874.74,Completed
70044,331,"2020-11-26",8902869633,Savings,721,Transfer,INR,Indian Rupee,Mobile App,North Andrea,Illinois,70137,Grenada,6500.57,Pending
47372,537,"2021-06-20",5975269469,Checking,732,Withdrawal,USD,Us Dollar,Online,East Charles,Vermont,20750,Cuba,2257.93,Failed
24673,720,"2021-12-20",8185036628,Savings,709,Transfer,USD,Us Dollar,In-Store,South Davidville,North Carolina,29814,Togo,8185.94,Failed
79278,21,"2020-01-21",8185036628,Savings,709,Deposit,USD,Us Dollar,ATM,Isabelborough,Pennsylvania,4840,Aruba,3873.28,Pending
14985,104,"2020-04-13",2100030995,Investment,357,Deposit,USD,Us Dollar,ATM,Port Misty,Delaware,32818,Belarus,2227.23,Failed
31422,147,"2020-05-26",7414476694,Checking,751,Withdrawal,INR,Indian Rupee,ATM,North Andrea,Illinois,70137,Grenada,1804.87,Pending
13020,253,"2020-09-09",4155141978,Investment,700,Withdrawal,USD,Us Dollar,Telephone,East Andrewfort,California,90892,Madagascar,2370.72,Completed
79498,1037,"2022-11-02",5002360478,Investment,467,Withdrawal,USD,Us Dollar,Telephone,Port Melissa,Alabama,50584,Saudi Arabia,1934.27,Failed
37543,555,"2021-07-08",1378115510,Savings,677,Transfer,USD,Us Dollar,Online,Sarahside,Alabama,21382,Nepal,6420.89,Failed
25816,1716,"2024-09-11",3040393128,Checking,439,Withdrawal,EUR,Euro,Mobile App,East Charles,Vermont,20750,Cuba,7557.63,Completed
22047,81,"2020-03-21",3274150100,Investment,660,Transfer,EUR,Euro,Mobile App,West Darryl,New Hampshire,88852,Colombia,2722.79,Pending
18451,1662,"2024-07-19",8666354042,Savings,558,Payment,EUR,Euro,Online,East Amy,Missouri,83901,Costa Rica,2902.73,Completed
91397,1741,"2024-10-06",4095934095,Savings,315,Transfer,INR,Indian Rupee,In-Store,Rebeccamouth,Oklahoma,91100,Palestinian Territory,376.17,Failed
64951,1260,"2023-06-13",8023173848,Savings,789,Transfer,USD,Us Dollar,Telephone,Stephanieview,Oregon,76231,Guernsey,8297.3,Failed
40326,542,"2021-06-25",4051390763,Investment,310,Transfer,INR,Indian Rupee,Mobile App,Port Melissa,Alabama,50584,Saudi Arabia,1996.05,Failed
259,275,"2020-10-01",8902869633,Savings,721,Payment,INR,Indian Rupee,Mobile App,Smithberg,North Carolina,91280,Christmas Island,9388.64,Failed
42949,438,"2021-03-13",7850976653,Investment,698,Transfer,INR,Indian Rupee,ATM,New Chad,Utah,15268,French Polynesia,2157.19,Completed
77293,772,"2022-02-10",9559156298,Investment,490,Transfer,INR,Indian Rupee,Telephone,Cookberg,Louisiana,84988,San Marino,9581.6,Completed
40169,235,"2020-08-22",8735587101,Checking,836,Transfer,USD,Us Dollar,Telephone,Port Meagan,Alabama,43600,Netherlands Antilles,1699.19,Pending
42434,1085,"2022-12-20",7697169500,Checking,553,Withdrawal,INR,Indian Rupee,ATM,Rebeccamouth,Oklahoma,91100,Palestinian Territory,1841.9,Pending
41319,1608,"2024-05-26",2552240900,Investment,553,Deposit,EUR,Euro,ATM,Lake Charlestown,Georgia,93217,Denmark,2814.79,Pending
90026,1239,"2023-05-23",6556879216,Savings,462,Transfer,EUR,Euro,Online,Hernandezchester,Pennsylvania,17214,Latvia,9236.29,Completed
43900,1645,"2024-07-02",6221773017,Investment,476,Payment,USD,Us Dollar,ATM,Port Frank,Missouri,29206,Mauritius,5755.35,Failed
58206,1608,"2024-05-26",7740150564,Investment,586,Payment,EUR,Euro,In-Store,Port Misty,Delaware,32818,Belarus,7467.85,Completed
31232,1159,"2023-03-04",7750543145,Savings,640,Payment,EUR,Euro,Mobile App,Nicolebury,Mississippi,13554,Lebanon,9080.1,Completed
72802,812,"2022-03-22",8666354042,Savings,558,Payment,USD,Us Dollar,ATM,East Joseshire,Wyoming,33767,Papua New Guinea,434.18,Completed
61539,74,"2020-03-14",9992038947,Investment,664,Deposit,INR,Indian Rupee,Telephone,Rodriguezfurt,Indiana,21311,Switzerland,2311.49,Pending
4395,252,"2020-09-08",9317981806,Investment,618,Transfer,USD,Us Dollar,ATM,East Andrewfort,California,90892,Madagascar,7722.14,Pending
90602,1502,"2024-02-10",8512646775,Savings,664,Withdrawal,INR,Indian Rupee,Mobile App,New Chad,Utah,15268,French Polynesia,8887.95,Pending
99725,1712,"2024-09-07",2171840078,Savings,836,Transfer,EUR,Euro,Online,South Davidville,North Carolina,29814,Togo,6156.69,Failed
62452,1785,"2024-11-19",4959466220,Investment,521,Withdrawal,INR,Indian Rupee,Mobile App,North Robertbury,Vermont,5886,Sao Tome and Principe,1745.53,Completed
80358,752,"2022-01-21",8735587101,Checking,836,Withdrawal,USD,Us Dollar,Telephone,North Andrea,Illinois,70137,Grenada,2729.11,Pending
55050,776,"2022-02-14",9356198692,Savings,506,Deposit,USD,Us Dollar,In-Store,East Amy,Missouri,83901,Costa Rica,4139.95,Failed
69146,1070,"2022-12-05",8713903249,Investment,540,Deposit,USD,Us Dollar,ATM,East Juliashire,Ohio,10640,Aruba,8351.65,Pending
56697,637,"2021-09-28",4959466220,Investment,521,Payment,INR,Indian Rupee,In-Store,Staceyborough,Iowa,41220,Saint Martin,8333.12,Pending
24904,713,"2021-12-13",3274150100,Investment,660,Withdrawal,INR,Indian Rupee,In-Store,North Nicholas,Oregon,17409,Tokelau,7029.28,Failed
18149,999,"2022-09-25",2027696396,Investment,719,Transfer,USD,Us Dollar,Mobile App,Port Misty,Delaware,32818,Belarus,6221.04,Pending
10692,863,"2022-05-12",3040393128,Checking,439,Withdrawal,EUR,Euro,Online,Lake Mark,Virginia,76393,Sierra Leone,9544.43,Failed
74748,1768,"2024-11-02",6656233056,Investment,418,Withdrawal,INR,Indian Rupee,In-Store,Port Melissa,Alabama,50584,Saudi Arabia,5683.39,Pending
45301,995,"2022-09-21",8905846858,Investment,404,Deposit,USD,Us Dollar,ATM,Lake Stacyhaven,Rhode Island,83569,Niue,2822.38,Completed
94339,802,"2022-03-12",2835651681,Investment,828,Deposit,USD,Us Dollar,In-Store,East Amy,Missouri,83901,Costa Rica,5566.24,Completed
52583,1523,"2024-03-02",4155141978,Investment,700,Payment,EUR,Euro,Telephone,East Alisonton,Indiana,67046,South Africa,1032.68,Failed
69747,1066,"2022-12-01",2507273526,Savings,778,Withdrawal,INR,Indian Rupee,Mobile App,Jacksonchester,Wisconsin,72317,Namibia,7524.27,Completed
67421,977,"2022-09-03",1378115510,Savings,677,Payment,INR,Indian Rupee,Online,Anthonyburgh,North Dakota,72487,Western Sahara,2122.91,Pending
75920,955,"2022-08-12",7454293392,Investment,628,Withdrawal,EUR,Euro,ATM,New Austin,Alabama,39336,Cook Islands,4274.25,Failed
47090,591,"2021-08-13",4467657561,Checking,576,Payment,INR,Indian Rupee,Mobile App,South Dylanmouth,South Carolina,76424,Palau,4791.16,Pending
83255,739,"2022-01-08",1764838640,Investment,783,Payment,INR,Indian Rupee,Mobile App,Port Melissa,Alabama,50584,Saudi Arabia,6650.84,Pending
82328,368,"2021-01-02",3249098952,Savings,523,Payment,INR,Indian Rupee,ATM,Jacksonchester,Wisconsin,72317,Namibia,8813.15,Completed
96833,537,"2021-06-20",6065704667,Checking,350,Transfer,INR,Indian Rupee,ATM,Stephanieview,Oregon,76231,Guernsey,9494.25,Failed
79034,1241,"2023-05-25",3249098952,Savings,523,Payment,INR,Indian Rupee,Mobile App,Port Meagan,Alabama,43600,Netherlands Antilles,7471.93,Pending
47993,120,"2020-04-29",1764838640,Investment,783,Withdrawal,INR,Indian Rupee,Online,Priceland,Alaska,91354,Tuvalu,9705.87,Pending
59213,1508,"2024-02-16",2798483663,Investment,698,Withdrawal,USD,Us Dollar,Mobile App,West Darryl,New Hampshire,88852,Colombia,687.67,Pending
51167,140,"2020-05-19",9343070075,Investment,339,Transfer,USD,Us Dollar,In-Store,West Darryl,New Hampshire,88852,Colombia,8628.53,Completed
2945,1150,"2023-02-23",8666354042,Savings,558,Payment,USD,Us Dollar,Mobile App,Hernandezchester,Pennsylvania,17214,Latvia,7893.12,Failed
29509,842,"2022-04-21",1402844576,Savings,695,Withdrawal,EUR,Euro,In-Store,Sarahside,Alabama,21382,Nepal,3709.9,Pending
54765,150,"2020-05-29",4095934095,Savings,315,Withdrawal,USD,Us Dollar,In-Store,North Nicholas,Oregon,17409,Tokelau,726.02,Failed
69511,1405,"2023-11-05",8735587101,Checking,836,Deposit,EUR,Euro,Online,Howardtown,Colorado,99418,New Caledonia,4320.74,Pending
70383,1555,"2024-04-03",5244343629,Savings,800,Payment,INR,Indian Rupee,Mobile App,Jacksonchester,Wisconsin,72317,Namibia,1805.86,Completed
47696,1411,"2023-11-11",6196253681,Savings,834,Payment,USD,Us Dollar,Online,New Austin,Alabama,39336,Cook Islands,1920.82,Completed
20818,183,"2020-07-01",7750543145,Savings,640,Payment,EUR,Euro,Telephone,West Darryl,New Hampshire,88852,Colombia,7243.51,Pending
9422,1197,"2023-04-11",6051679619,Checking,539,Withdrawal,USD,Us Dollar,ATM,Port Frank,Missouri,29206,Mauritius,6067.21,Completed
82852,1466,"2024-01-05",6983934777,Investment,456,Withdrawal,EUR,Euro,Online,Port Williamburgh,Kansas,40238,Korea,5328.31,Completed
8150,1481,"2024-01-20",7850976653,Investment,698,Withdrawal,INR,Indian Rupee,Telephone,Isabelborough,Pennsylvania,4840,Aruba,7882.96,Failed
78262,1762,"2024-10-27",2335408268,Checking,561,Deposit,USD,Us Dollar,Online,Port Derek,Tennessee,38085,Cayman Islands,8230.78,Completed
7902,822,"2022-04-01",2389511583,Savings,819,Deposit,EUR,Euro,Online,Priceland,Alaska,91354,Tuvalu,4161.19,Completed
69173,294,"2020-10-20",2743334768,Investment,398,Withdrawal,USD,Us Dollar,In-Store,Wilsonport,Delaware,43624,Svalbard & Jan Mayen Islands,9248.15,Failed
45528,1120,"2023-01-24",1133303244,Investment,729,Deposit,INR,Indian Rupee,Mobile App,Howardtown,Colorado,99418,New Caledonia,2876.32,Completed
38529,625,"2021-09-16",5988217223,Checking,760,Deposit,USD,Us Dollar,ATM,Lake Stacyhaven,Rhode Island,83569,Niue,1197.59,Completed
26278,1777,"2024-11-11",7268934381,Savings,666,Withdrawal,INR,Indian Rupee,Mobile App,Pamelaland,New York,8904,Cook Islands,4779.6,Pending
28906,217,"2020-08-04",3399529185,Savings,804,Withdrawal,INR,Indian Rupee,Mobile App,South Dylanmouth,South Carolina,76424,Palau,3117.18,Failed
33642,427,"2021-03-02",2342810792,Savings,816,Deposit,USD,Us Dollar,Online,Howardtown,Colorado,99418,New Caledonia,978.19,Failed
28189,962,"2022-08-19",7697169500,Checking,553,Payment,EUR,Euro,Online,New Chad,Utah,15268,French Polynesia,6800.68,Completed
29558,602,"2021-08-24",8138063800,Savings,601,Transfer,EUR,Euro,Mobile App,East Alisonton,Indiana,67046,South Africa,8368.59,Pending
62150,795,"2022-03-05",7414476694,Checking,751,Withdrawal,EUR,Euro,ATM,New Chad,Utah,15268,French Polynesia,3951.84,Failed
9396,511,"2021-05-25",8666354042,Savings,558,Payment,EUR,Euro,ATM,West Elizabethfurt,New York,54303,Cambodia,6238.94,Pending
30731,244,"2020-08-31",2988264762,Checking,843,Withdrawal,USD,Us Dollar,In-Store,Lake Jeremiah,Louisiana,89105,Netherlands Antilles,8405.29,Completed
67974,482,"2021-04-26",1075123078,Savings,411,Deposit,EUR,Euro,ATM,Lake Mark,Virginia,76393,Sierra Leone,1468.44,Pending
96972,898,"2022-06-16",2027696396,Investment,719,Payment,USD,Us Dollar,Online,South Davidville,North Carolina,29814,Togo,4306.05,Failed
68174,1314,"2023-08-06",6065704667,Checking,350,Withdrawal,INR,Indian Rupee,Online,West Elizabethfurt,New York,54303,Cambodia,1931.84,Completed
13479,356,"2020-12-21",5159171446,Savings,508,Transfer,EUR,Euro,Mobile App,Oconnorhaven,South Dakota,63371,Nepal,3297.03,Failed
27328,1754,"2024-10-19",6556879216,Savings,462,Deposit,INR,Indian Rupee,Online,North Jamesview,Nevada,72407,Mongolia,1627.43,Failed
12784,499,"2021-05-13",9992038947,Investment,664,Payment,INR,Indian Rupee,In-Store,Smithberg,North Carolina,91280,Christmas Island,7144.6,Pending
26195,295,"2020-10-21",2389511583,Savings,819,Withdrawal,INR,Indian Rupee,Mobile App,Port Misty,Delaware,32818,Belarus,9836.21,Completed
94345,631,"2021-09-22",8330786189,Savings,416,Deposit,USD,Us Dollar,ATM,South Dylanmouth,South Carolina,76424,Palau,5023.93,Failed
8151,1780,"2024-11-14",9641676419,Checking,792,Transfer,INR,Indian Rupee,Mobile App,Wilsonport,Delaware,43624,Svalbard & Jan Mayen Islands,7711.37,Failed
1872,444,"2021-03-19",5341948287,Savings,705,Withdrawal,INR,Indian Rupee,Online,West Elizabethfurt,New York,54303,Cambodia,3973.67,Completed
94238,114,"2020-04-23",7156618058,Savings,644,Withdrawal,USD,Us Dollar,Telephone,Sarahside,Alabama,21382,Nepal,3131.58,Completed
54312,764,"2022-02-02",4963601096,Savings,332,Transfer,EUR,Euro,ATM,Port Meagan,Alabama,43600,Netherlands Antilles,438.11,Completed
93908,120,"2020-04-29",3080407149,Savings,579,Transfer,INR,Indian Rupee,In-Store,Cookberg,Louisiana,84988,San Marino,7150.28,Failed
3338,392,"2021-01-26",7268934381,Savings,666,Withdrawal,EUR,Euro,Telephone,New Austin,Alabama,39336,Cook Islands,3658.22,Pending
58572,1359,"2023-09-20",4051390763,Investment,310,Withdrawal,USD,Us Dollar,Mobile App,North Andrea,Illinois,70137,Grenada,8643.47,Failed
79281,310,"2020-11-05",6065704667,Checking,350,Transfer,USD,Us Dollar,Telephone,Lake Charlestown,Georgia,93217,Denmark,9410.25,Failed
48682,1819,"2024-12-23",1378115510,Savings,677,Transfer,USD,Us Dollar,Mobile App,Port Meagan,Alabama,43600,Netherlands Antilles,6901.72,Failed
18257,799,"2022-03-09",6684283366,Investment,776,Withdrawal,USD,Us Dollar,In-Store,Oconnorhaven,South Dakota,63371,Nepal,8495.77,Failed
65801,1349,"2023-09-10",9139215473,Savings,443,Deposit,INR,Indian Rupee,Telephone,East Alisonton,Indiana,67046,South Africa,6055.25,Completed
39855,566,"2021-07-19",2743334768,Investment,398,Deposit,USD,Us Dollar,Telephone,South Dylanmouth,South Carolina,76424,Palau,2554.4,Pending
43613,1626,"2024-06-13",1378115510,Savings,677,Transfer,INR,Indian Rupee,Telephone,New Austin,Alabama,39336,Cook Islands,5274.42,Pending
93759,1477,"2024-01-16",7750543145,Savings,640,Payment,EUR,Euro,Mobile App,Port Melissa,Alabama,50584,Saudi Arabia,336.27,Completed
