"date_id","interaction_id","interaction_date","customer_id","first_name","last_name","full_name","city","state","postal_code","country","channel_id","channel_name","interaction_type","interaction_rating"
1807,93605,"2024-12-11",100,Nicholas,Carrillo,Nicholas Carrillo,West Elizabethmouth,Connecticut,72256,New Caledonia,2,Mobile App,Email,2
442,30356,"2021-03-17",63,Sara,Maddox,Sara Maddox,Clarkville,Kentucky,94765,Sao Tome and Principe,5,Telephone,Social Media,5
1166,74596,"2023-03-11",2,Christopher,Riley,Christopher Riley,Reynoldsville,Maryland,74865,Iraq,4,ATM,Chat,2
677,54269,"2021-11-07",55,Cole,Howard,Cole Howard,Bakerland,Delaware,6390,Christmas Island,5,Telephone,In-Person,4
105,21739,"2020-04-14",5,Daniel,Martinez,Daniel Martinez,Johnstad,Pennsylvania,94135,Nepal,3,In-Store,In-Person,3
199,4992,"2020-07-17",58,Emily,Kelly,Emily Kelly,South Jacqueline,Indiana,30197,Saint Martin,5,Telephone,Chat,4
90,26159,"2020-03-30",85,Madison,Hopkins,Madison Hopkins,Lake Patricia,Colorado,38690,Mauritius,5,Telephone,Chat,3
1532,70746,"2024-03-11",63,Sara,Maddox,Sara Maddox,Clarkville,Kentucky,94765,Netherlands Antilles,5,Telephone,In-Person,4
1064,82764,"2022-11-29",60,Steven,Hernandez,Steven Hernandez,Melissaview,Tennessee,14193,Korea,1,Online,Website,5
1593,63338,"2024-05-11",8,Richard,Christensen,Richard Christensen,Chadfort,Nebraska,87608,San Marino,1,Online,Chat,3
1794,83623,"2024-11-28",13,Brenda,Taylor,Brenda Taylor,North Stevenhaven,Washington,65833,Sao Tome and Principe,4,ATM,In-Person,4
1479,79122,"2024-01-18",2,Christopher,Riley,Christopher Riley,Reynoldsville,Maryland,74865,Sweden,3,In-Store,Chat,3
1097,29981,"2023-01-01",73,Heidi,Martinez,Heidi Martinez,South Rebekahchester,Delaware,26916,Mongolia,3,In-Store,Social Media,1
1118,20234,"2023-01-22",94,Stephanie,Weber,Stephanie Weber,South Matthewmouth,Wisconsin,73533,Iraq,1,Online,Social Media,3
106,69593,"2020-04-15",68,Trevor,Garza,Trevor Garza,Townsendburgh,Florida,99099,Iraq,4,ATM,Website,4
1275,68316,"2023-06-28",6,Frances,Long,Frances Long,West Aliciamouth,Kansas,96932,Netherlands Antilles,4,ATM,Email,5
585,37915,"2021-08-07",77,Chad,Taylor,Chad Taylor,Lake Kimberly,Arkansas,80991,Cook Islands,1,Online,Email,5
1776,46045,"2024-11-10",95,Sharon,Durham,Sharon Durham,Lake Stanley,Connecticut,99285,Colombia,3,In-Store,In-Person,3
1713,48082,"2024-09-08",35,Raven,Trevino,Raven Trevino,Heatherfurt,Hawaii,33965,Korea,2,Mobile App,Phone,1
94,54452,"2020-04-03",37,Nicholas,Alvarez,Nicholas Alvarez,Dianefurt,Oklahoma,14041,Cook Islands,2,Mobile App,Website,3
645,4855,"2021-10-06",47,Danny,Mccarthy,Danny Mccarthy,West John,Rhode Island,95552,Cuba,4,ATM,Chat,4
1588,34689,"2024-05-06",74,Nicole,Foster,Nicole Foster,West Teresaside,Nevada,62180,Tuvalu,5,Telephone,Email,5
1506,46591,"2024-02-14",31,Rachel,Blake,Rachel Blake,Sheilaberg,New York,40962,Nigeria,5,Telephone,Chat,4
766,81797,"2022-02-04",26,Michael,Blackwell,Michael Blackwell,Perezville,Vermont,98578,Christmas Island,1,Online,Phone,1
933,81710,"2022-07-21",96,Christina,Krueger,Christina Krueger,Deborahfort,Louisiana,24644,Tokelau,2,Mobile App,Chat,5
31,40923,"2020-01-31",24,Alison,Sheppard,Alison Sheppard,Christineport,Ohio,90422,Cambodia,1,Online,In-Person,4
1620,11868,"2024-06-07",88,Chris,Molina,Chris Molina,Johnsonview,Arkansas,96565,Costa Rica,2,Mobile App,In-Person,4
1430,2110,"2023-11-30",93,Danielle,Martinez,Danielle Martinez,Ericaberg,New Hampshire,68514,Namibia,5,Telephone,Social Media,4
1577,83901,"2024-04-25",33,Anthony,Boyd,Anthony Boyd,Rossview,Washington,4552,Saint Martin,5,Telephone,Phone,1
409,85270,"2021-02-12",48,Jeffery,Taylor,Jeffery Taylor,Josephville,Wisconsin,67688,Colombia,1,Online,In-Person,4
945,28500,"2022-08-02",36,Nancy,Lawrence,Nancy Lawrence,Newtonfort,Missouri,24470,Palestinian Territory,4,ATM,Phone,2
8,56604,"2020-01-08",38,Timothy,Johnson,Timothy Johnson,South Kaylee,Kansas,49184,Iraq,5,Telephone,In-Person,4
550,30218,"2021-07-03",20,Virginia,Shea,Virginia Shea,Amandaburgh,South Carolina,6045,Lebanon,5,Telephone,Email,5
665,77087,"2021-10-26",34,Derek,Martin,Derek Martin,West Deanna,Kentucky,32572,Colombia,3,In-Store,Social Media,5
147,71269,"2020-05-26",30,Melissa,Chavez,Melissa Chavez,Romeroshire,North Dakota,6695,South Africa,4,ATM,Email,4
1657,66847,"2024-07-14",57,Jeffrey,Kelly,Jeffrey Kelly,Bradleyshire,New York,93159,Sierra Leone,4,ATM,Phone,5
826,99561,"2022-04-05",71,Kathryn,Allen,Kathryn Allen,Lake Timothy,Kentucky,71464,Korea,5,Telephone,Website,1
531,23844,"2021-06-14",4,Zachary,May,Zachary May,North Christopher,Alabama,51247,Switzerland,2,Mobile App,Chat,2
1074,82460,"2022-12-09",61,Glen,Smith,Glen Smith,Lake Markmouth,Virginia,62733,Saint Martin,3,In-Store,Phone,2
1568,91303,"2024-04-16",30,Melissa,Chavez,Melissa Chavez,Romeroshire,North Dakota,6695,Cambodia,2,Mobile App,Email,1
120,70212,"2020-04-29",9,Charles,Perry,Charles Perry,North Ann,New Mexico,94882,Colombia,2,Mobile App,Chat,5
1714,26682,"2024-09-09",93,Danielle,Martinez,Danielle Martinez,Ericaberg,New Hampshire,68514,Papua New Guinea,4,ATM,Chat,5
81,39358,"2020-03-21",50,Hannah,Hernandez,Hannah Hernandez,Frazierland,Connecticut,96248,Iraq,4,ATM,Phone,3
479,86430,"2021-04-23",40,Karen,Cox,Karen Cox,Lake Jasonstad,Kentucky,51667,Niue,1,Online,Email,4
1266,55442,"2023-06-19",73,Heidi,Martinez,Heidi Martinez,South Rebekahchester,Delaware,26916,Lebanon,5,Telephone,Phone,5
1020,92191,"2022-10-16",76,Deborah,Garner,Deborah Garner,Robertfort,Rhode Island,20644,Korea,2,Mobile App,Phone,3
1658,22703,"2024-07-15",26,Michael,Blackwell,Michael Blackwell,Perezville,Vermont,98578,Svalbard & Jan Mayen Islands,2,Mobile App,Email,4
1744,90568,"2024-10-09",17,Alicia,Tate,Alicia Tate,New Dominiqueburgh,Montana,78869,Lebanon,5,Telephone,Website,3
1801,15597,"2024-12-05",80,Robert,Price,Robert Price,Lake Lynnside,California,90473,Saudi Arabia,1,Online,Phone,5
648,82590,"2021-10-09",4,Zachary,May,Zachary May,North Christopher,Alabama,51247,Cambodia,3,In-Store,Phone,1
564,18584,"2021-07-17",38,Timothy,Johnson,Timothy Johnson,South Kaylee,Kansas,49184,Colombia,2,Mobile App,In-Person,4
1328,82624,"2023-08-20",82,Amanda,Hall,Amanda Hall,Port Trevor,Colorado,1960,Palau,3,In-Store,Phone,4
449,28393,"2021-03-24",48,Jeffery,Taylor,Jeffery Taylor,Josephville,Wisconsin,67688,Papua New Guinea,3,In-Store,Email,4
508,69376,"2021-05-22",90,Linda,Murphy,Linda Murphy,Weaverport,Massachusetts,97312,Cook Islands,5,Telephone,In-Person,1
1588,70352,"2024-05-06",100,Nicholas,Carrillo,Nicholas Carrillo,West Elizabethmouth,Connecticut,72256,Denmark,2,Mobile App,Social Media,4
544,36345,"2021-06-27",12,Christopher,Perry,Christopher Perry,North Katherine,Oklahoma,38791,San Marino,2,Mobile App,Website,2
318,857,"2020-11-13",48,Jeffery,Taylor,Jeffery Taylor,Josephville,Wisconsin,67688,Madagascar,3,In-Store,Website,4
372,99465,"2021-01-06",93,Danielle,Martinez,Danielle Martinez,Ericaberg,New Hampshire,68514,Nepal,3,In-Store,Website,5
1730,38393,"2024-09-25",45,David,Wheeler,David Wheeler,South Randyfort,New York,34385,Papua New Guinea,1,Online,Email,5
1553,37059,"2024-04-01",32,Bryan,Mitchell,Bryan Mitchell,Caseyville,New York,78190,Grenada,2,Mobile App,Website,2
378,67065,"2021-01-12",11,Douglas,Wood,Douglas Wood,Ryanberg,Rhode Island,28377,San Marino,2,Mobile App,Email,5
1286,99065,"2023-07-09",81,Benjamin,Koch,Benjamin Koch,East Michele,Virginia,80597,French Polynesia,2,Mobile App,Chat,5
64,98256,"2020-03-04",99,Sheila,Davis,Sheila Davis,Port Dylan,Oklahoma,75720,Mauritius,4,ATM,In-Person,4
80,1653,"2020-03-20",50,Hannah,Hernandez,Hannah Hernandez,Frazierland,Connecticut,96248,Tuvalu,2,Mobile App,Chat,1
574,60415,"2021-07-27",21,Phillip,Watson,Phillip Watson,West Paulview,Illinois,6116,Sweden,2,Mobile App,Phone,4
1241,6777,"2023-05-25",23,Laura,Gutierrez,Laura Gutierrez,Keithtown,Georgia,54425,Costa Rica,4,ATM,Email,5
1570,41511,"2024-04-18",20,Virginia,Shea,Virginia Shea,Amandaburgh,South Carolina,6045,Christmas Island,2,Mobile App,In-Person,3
107,55788,"2020-04-16",82,Amanda,Hall,Amanda Hall,Port Trevor,Colorado,1960,Togo,1,Online,Social Media,4
1148,2347,"2023-02-21",20,Virginia,Shea,Virginia Shea,Amandaburgh,South Carolina,6045,Netherlands Antilles,4,ATM,Chat,3
349,44229,"2020-12-14",50,Hannah,Hernandez,Hannah Hernandez,Frazierland,Connecticut,96248,New Caledonia,1,Online,In-Person,5
26,45070,"2020-01-26",10,Robert,Williams,Robert Williams,South Stephenport,Montana,12479,Aruba,5,Telephone,Chat,5
821,85593,"2022-03-31",84,Jamie,Martinez,Jamie Martinez,Joeborough,Arizona,11261,Western Sahara,2,Mobile App,Email,3
153,29411,"2020-06-01",24,Alison,Sheppard,Alison Sheppard,Christineport,Ohio,90422,Cayman Islands,1,Online,Website,5
818,35,"2022-03-28",36,Nancy,Lawrence,Nancy Lawrence,Newtonfort,Missouri,24470,Sierra Leone,1,Online,Website,2
895,41366,"2022-06-13",54,Gavin,Morris,Gavin Morris,East Eric,Louisiana,56621,Sao Tome and Principe,2,Mobile App,Phone,1
23,20219,"2020-01-23",33,Anthony,Boyd,Anthony Boyd,Rossview,Washington,4552,Christmas Island,1,Online,Email,4
684,47580,"2021-11-14",8,Richard,Christensen,Richard Christensen,Chadfort,Nebraska,87608,Palau,1,Online,Phone,1
1819,52026,"2024-12-23",40,Karen,Cox,Karen Cox,Lake Jasonstad,Kentucky,51667,Nigeria,4,ATM,Phone,4
203,97473,"2020-07-21",97,Jesse,George,Jesse George,West Robin,South Carolina,29481,New Caledonia,3,In-Store,Phone,2
1115,64208,"2023-01-19",23,Laura,Gutierrez,Laura Gutierrez,Keithtown,Georgia,54425,Denmark,1,Online,Website,1
1632,49104,"2024-06-19",15,David,Gates,David Gates,East Michaelview,Colorado,53647,Tuvalu,3,In-Store,Chat,3
1808,6725,"2024-12-12",69,Justin,Smith,Justin Smith,Jamesside,Oklahoma,39535,Korea,2,Mobile App,Website,4
306,14987,"2020-11-01",82,Amanda,Hall,Amanda Hall,Port Trevor,Colorado,1960,New Caledonia,4,ATM,In-Person,1
162,54025,"2020-06-10",20,Virginia,Shea,Virginia Shea,Amandaburgh,South Carolina,6045,Cambodia,1,Online,Website,5
592,81665,"2021-08-14",18,Michael,Jones,Michael Jones,Richardside,Louisiana,28362,Lebanon,1,Online,In-Person,5
952,36490,"2022-08-09",67,James,Roth,James Roth,Ashleyview,Indiana,3397,Saint Martin,4,ATM,In-Person,2
1003,86383,"2022-09-29",29,Barbara,Rivera,Barbara Rivera,Georgeville,Nevada,58964,Denmark,4,ATM,Email,2
1682,12777,"2024-08-08",2,Christopher,Riley,Christopher Riley,Reynoldsville,Maryland,74865,Iraq,4,ATM,In-Person,1
822,65867,"2022-04-01",57,Jeffrey,Kelly,Jeffrey Kelly,Bradleyshire,New York,93159,Saudi Arabia,4,ATM,Social Media,4
1176,96540,"2023-03-21",76,Deborah,Garner,Deborah Garner,Robertfort,Rhode Island,20644,Christmas Island,3,In-Store,Email,1
771,12917,"2022-02-09",57,Jeffrey,Kelly,Jeffrey Kelly,Bradleyshire,New York,93159,Belarus,5,Telephone,Chat,2
1758,94262,"2024-10-23",85,Madison,Hopkins,Madison Hopkins,Lake Patricia,Colorado,38690,Iraq,1,Online,Phone,1
1825,74958,"2024-12-29",42,Gloria,Marshall,Gloria Marshall,West Paula,Alabama,14054,Belarus,1,Online,Chat,2
1690,87313,"2024-08-16",58,Emily,Kelly,Emily Kelly,South Jacqueline,Indiana,30197,Guernsey,2,Mobile App,Phone,1
1536,37634,"2024-03-15",68,Trevor,Garza,Trevor Garza,Townsendburgh,Florida,99099,Korea,1,Online,Chat,5
771,36289,"2022-02-09",60,Steven,Hernandez,Steven Hernandez,Melissaview,Tennessee,14193,Aruba,3,In-Store,In-Person,5
537,97658,"2021-06-20",56,Anita,Craig,Anita Craig,Port Bailey,Utah,19023,Korea,2,Mobile App,Social Media,1
589,94592,"2021-08-11",28,Amber,Miller,Amber Miller,West Cody,Michigan,74994,Colombia,5,Telephone,Social Media,1
463,12690,"2021-04-07",27,Brian,Garcia,Brian Garcia,Garrettshire,New York,11320,Guernsey,1,Online,In-Person,3
1668,22381,"2024-07-25",29,Barbara,Rivera,Barbara Rivera,Georgeville,Nevada,58964,Sierra Leone,2,Mobile App,Chat,1
786,81851,"2022-02-24",25,Mary,Case,Mary Case,Rodriguezberg,Mississippi,9545,Tuvalu,5,Telephone,In-Person,1
26,43742,"2020-01-26",23,Laura,Gutierrez,Laura Gutierrez,Keithtown,Georgia,54425,Guernsey,1,Online,Phone,1
592,64219,"2021-08-14",7,Sean,Dunn,Sean Dunn,Port Williammouth,Idaho,67434,Grenada,3,In-Store,Website,1
31,99312,"2020-01-31",44,Edward,Burke,Edward Burke,Wrightside,Nebraska,57279,Namibia,2,Mobile App,Email,5
1448,76341,"2023-12-18",21,Phillip,Watson,Phillip Watson,West Paulview,Illinois,6116,Togo,4,ATM,Website,4
961,70410,"2022-08-18",85,Madison,Hopkins,Madison Hopkins,Lake Patricia,Colorado,38690,Guernsey,3,In-Store,Email,4
314,16853,"2020-11-09",24,Alison,Sheppard,Alison Sheppard,Christineport,Ohio,90422,Cuba,2,Mobile App,Phone,4
1783,67529,"2024-11-17",9,Charles,Perry,Charles Perry,North Ann,New Mexico,94882,Switzerland,2,Mobile App,Phone,4
1594,51533,"2024-05-12",74,Nicole,Foster,Nicole Foster,West Teresaside,Nevada,62180,Belgium,2,Mobile App,Social Media,4
1387,52493,"2023-10-18",90,Linda,Murphy,Linda Murphy,Weaverport,Massachusetts,97312,Niue,2,Mobile App,Social Media,1
743,45239,"2022-01-12",42,Gloria,Marshall,Gloria Marshall,West Paula,Alabama,14054,Korea,5,Telephone,Chat,2
68,40335,"2020-03-08",76,Deborah,Garner,Deborah Garner,Robertfort,Rhode Island,20644,Belarus,1,Online,Website,5
1562,9495,"2024-04-10",66,James,Dixon,James Dixon,Jameschester,Iowa,91979,South Africa,5,Telephone,Email,3
1623,41843,"2024-06-10",6,Frances,Long,Frances Long,West Aliciamouth,Kansas,96932,Netherlands Antilles,5,Telephone,Email,5
449,92714,"2021-03-24",30,Melissa,Chavez,Melissa Chavez,Romeroshire,North Dakota,6695,Papua New Guinea,4,ATM,Phone,4
1217,85408,"2023-05-01",64,David,Harrington,David Harrington,Lisaview,Oklahoma,31480,Cook Islands,4,ATM,Email,4
1588,49905,"2024-05-06",72,David,Wilcox,David Wilcox,Port Whitneytown,Alabama,11448,Sierra Leone,4,ATM,Email,4
1628,88588,"2024-06-15",56,Anita,Craig,Anita Craig,Port Bailey,Utah,19023,Cayman Islands,5,Telephone,Email,3
1411,17745,"2023-11-11",96,Christina,Krueger,Christina Krueger,Deborahfort,Louisiana,24644,Grenada,3,In-Store,Website,5
1145,7693,"2023-02-18",58,Emily,Kelly,Emily Kelly,South Jacqueline,Indiana,30197,Cayman Islands,3,In-Store,Chat,5
367,22411,"2021-01-01",18,Michael,Jones,Michael Jones,Richardside,Louisiana,28362,Lebanon,4,ATM,Phone,3
1760,99526,"2024-10-25",44,Edward,Burke,Edward Burke,Wrightside,Nebraska,57279,Palestinian Territory,2,Mobile App,Website,1
1059,34361,"2022-11-24",11,Douglas,Wood,Douglas Wood,Ryanberg,Rhode Island,28377,Christmas Island,5,Telephone,Email,5
707,40334,"2021-12-07",11,Douglas,Wood,Douglas Wood,Ryanberg,Rhode Island,28377,Cook Islands,4,ATM,Website,3
193,32494,"2020-07-11",97,Jesse,George,Jesse George,West Robin,South Carolina,29481,Denmark,4,ATM,In-Person,2
1246,77397,"2023-05-30",67,James,Roth,James Roth,Ashleyview,Indiana,3397,Nigeria,1,Online,Email,1
1160,70732,"2023-03-05",39,Caroline,Wu,Caroline Wu,Lake Dylanside,Utah,21664,New Caledonia,1,Online,Website,3
479,95596,"2021-04-23",87,Beth,Martin,Beth Martin,Lake Michael,Mississippi,55682,Cayman Islands,3,In-Store,Website,3
1006,13227,"2022-10-02",84,Jamie,Martinez,Jamie Martinez,Joeborough,Arizona,11261,Colombia,5,Telephone,Website,3
534,89524,"2021-06-17",5,Daniel,Martinez,Daniel Martinez,Johnstad,Pennsylvania,94135,Christmas Island,1,Online,Website,4
1086,2924,"2022-12-21",86,David,Ali,David Ali,Alanmouth,Vermont,98291,Christmas Island,4,ATM,Chat,1
206,38502,"2020-07-24",83,Mary,Jenkins,Mary Jenkins,South Anthony,Wisconsin,84650,Papua New Guinea,5,Telephone,Email,4
218,16418,"2020-08-05",37,Nicholas,Alvarez,Nicholas Alvarez,Dianefurt,Oklahoma,14041,New Caledonia,2,Mobile App,Email,1
374,97654,"2021-01-08",52,William,Lopez,William Lopez,North Michellebury,California,76856,Sierra Leone,1,Online,Social Media,1
14,27538,"2020-01-14",25,Mary,Case,Mary Case,Rodriguezberg,Mississippi,9545,Saudi Arabia,1,Online,Chat,3
315,13092,"2020-11-10",67,James,Roth,James Roth,Ashleyview,Indiana,3397,Palestinian Territory,4,ATM,Phone,1
925,75721,"2022-07-13",23,Laura,Gutierrez,Laura Gutierrez,Keithtown,Georgia,54425,Netherlands Antilles,5,Telephone,Email,4
1305,6726,"2023-07-28",48,Jeffery,Taylor,Jeffery Taylor,Josephville,Wisconsin,67688,Cambodia,1,Online,Phone,3
1381,83762,"2023-10-12",7,Sean,Dunn,Sean Dunn,Port Williammouth,Idaho,67434,Christmas Island,5,Telephone,Phone,3
1405,2414,"2023-11-05",60,Steven,Hernandez,Steven Hernandez,Melissaview,Tennessee,14193,Korea,5,Telephone,Email,2
1445,71331,"2023-12-15",96,Christina,Krueger,Christina Krueger,Deborahfort,Louisiana,24644,Svalbard & Jan Mayen Islands,3,In-Store,Social Media,1
1453,35977,"2023-12-23",62,Jasmine,Williams,Jasmine Williams,South Bryan,Georgia,76262,Tokelau,5,Telephone,Email,2
1227,84217,"2023-05-11",17,Alicia,Tate,Alicia Tate,New Dominiqueburgh,Montana,78869,Nepal,1,Online,Chat,5
1385,4349,"2023-10-16",60,Steven,Hernandez,Steven Hernandez,Melissaview,Tennessee,14193,Korea,3,In-Store,Phone,4
525,1824,"2021-06-08",3,Megan,Keith,Megan Keith,East Randyshire,Montana,27121,Sierra Leone,4,ATM,Chat,4
694,47213,"2021-11-24",44,Edward,Burke,Edward Burke,Wrightside,Nebraska,57279,Cuba,3,In-Store,Website,2
1108,15722,"2023-01-12",87,Beth,Martin,Beth Martin,Lake Michael,Mississippi,55682,Saudi Arabia,3,In-Store,Phone,3
598,82586,"2021-08-20",70,Jeffrey,Lowe,Jeffrey Lowe,New Lauraville,South Carolina,56491,Sweden,1,Online,Social Media,5
821,10389,"2022-03-31",85,Madison,Hopkins,Madison Hopkins,Lake Patricia,Colorado,38690,Cook Islands,5,Telephone,Website,4
345,54746,"2020-12-10",15,David,Gates,David Gates,East Michaelview,Colorado,53647,Korea,5,Telephone,Chat,1
515,84592,"2021-05-29",84,Jamie,Martinez,Jamie Martinez,Joeborough,Arizona,11261,South Africa,3,In-Store,Email,2
1312,62352,"2023-08-04",80,Robert,Price,Robert Price,Lake Lynnside,California,90473,Belarus,5,Telephone,Chat,1
458,13604,"2021-04-02",85,Madison,Hopkins,Madison Hopkins,Lake Patricia,Colorado,38690,Palau,3,In-Store,Chat,3
106,4062,"2020-04-15",35,Raven,Trevino,Raven Trevino,Heatherfurt,Hawaii,33965,Mongolia,2,Mobile App,Email,3
1762,21216,"2024-10-27",4,Zachary,May,Zachary May,North Christopher,Alabama,51247,Cayman Islands,4,ATM,Social Media,3
1508,19073,"2024-02-16",90,Linda,Murphy,Linda Murphy,Weaverport,Massachusetts,97312,Palau,2,Mobile App,Social Media,2
771,88161,"2022-02-09",43,Christian,Ballard,Christian Ballard,Bishoptown,Indiana,37362,Korea,3,In-Store,Chat,5
921,69529,"2022-07-09",54,Gavin,Morris,Gavin Morris,East Eric,Louisiana,56621,Togo,5,Telephone,Social Media,2
96,13345,"2020-04-05",85,Madison,Hopkins,Madison Hopkins,Lake Patricia,Colorado,38690,Tokelau,1,Online,Social Media,2
1645,75772,"2024-07-02",40,Karen,Cox,Karen Cox,Lake Jasonstad,Kentucky,51667,Latvia,3,In-Store,Chat,1
967,30446,"2022-08-24",35,Raven,Trevino,Raven Trevino,Heatherfurt,Hawaii,33965,Lebanon,3,In-Store,Website,5
1321,47627,"2023-08-13",24,Alison,Sheppard,Alison Sheppard,Christineport,Ohio,90422,South Africa,4,ATM,Chat,1
1261,20510,"2023-06-14",35,Raven,Trevino,Raven Trevino,Heatherfurt,Hawaii,33965,Sierra Leone,5,Telephone,Email,2
1028,31859,"2022-10-24",25,Mary,Case,Mary Case,Rodriguezberg,Mississippi,9545,Belarus,4,ATM,In-Person,1
1082,27960,"2022-12-17",72,David,Wilcox,David Wilcox,Port Whitneytown,Alabama,11448,Netherlands Antilles,1,Online,Website,4
855,91782,"2022-05-04",36,Nancy,Lawrence,Nancy Lawrence,Newtonfort,Missouri,24470,Netherlands Antilles,3,In-Store,Email,5
322,51003,"2020-11-17",68,Trevor,Garza,Trevor Garza,Townsendburgh,Florida,99099,Cook Islands,2,Mobile App,Website,3
209,86934,"2020-07-27",68,Trevor,Garza,Trevor Garza,Townsendburgh,Florida,99099,Korea,4,ATM,Phone,2
207,58984,"2020-07-25",16,Madison,Torres,Madison Torres,New Tylermouth,Nebraska,84575,Cuba,4,ATM,Chat,2
668,7154,"2021-10-29",55,Cole,Howard,Cole Howard,Bakerland,Delaware,6390,Korea,3,In-Store,Website,5
360,30597,"2020-12-25",55,Cole,Howard,Cole Howard,Bakerland,Delaware,6390,Latvia,1,Online,In-Person,4
492,53373,"2021-05-06",63,Sara,Maddox,Sara Maddox,Clarkville,Kentucky,94765,Nepal,5,Telephone,Phone,3
1337,45648,"2023-08-29",55,Cole,Howard,Cole Howard,Bakerland,Delaware,6390,Papua New Guinea,3,In-Store,Social Media,2
1212,25121,"2023-04-26",20,Virginia,Shea,Virginia Shea,Amandaburgh,South Carolina,6045,Cook Islands,4,ATM,Phone,2
1455,60582,"2023-12-25",100,Nicholas,Carrillo,Nicholas Carrillo,West Elizabethmouth,Connecticut,72256,Lebanon,4,ATM,Website,5
809,19732,"2022-03-19",84,Jamie,Martinez,Jamie Martinez,Joeborough,Arizona,11261,Switzerland,3,In-Store,Email,2
414,93800,"2021-02-17",6,Frances,Long,Frances Long,West Aliciamouth,Kansas,96932,Palau,3,In-Store,Website,4
1540,7268,"2024-03-19",72,David,Wilcox,David Wilcox,Port Whitneytown,Alabama,11448,Sierra Leone,3,In-Store,Website,2
760,44325,"2022-01-29",52,William,Lopez,William Lopez,North Michellebury,California,76856,Guernsey,2,Mobile App,Social Media,5
18,27905,"2020-01-18",42,Gloria,Marshall,Gloria Marshall,West Paula,Alabama,14054,Nepal,5,Telephone,Chat,3
122,62768,"2020-05-01",79,Heather,Holmes,Heather Holmes,Andreabury,Maine,77736,Colombia,4,ATM,Chat,3
913,40098,"2022-07-01",94,Stephanie,Weber,Stephanie Weber,South Matthewmouth,Wisconsin,73533,Grenada,4,ATM,Website,4
29,34579,"2020-01-29",61,Glen,Smith,Glen Smith,Lake Markmouth,Virginia,62733,Madagascar,5,Telephone,Phone,1
1584,86172,"2024-05-02",42,Gloria,Marshall,Gloria Marshall,West Paula,Alabama,14054,Colombia,4,ATM,In-Person,2
1310,28043,"2023-08-02",44,Edward,Burke,Edward Burke,Wrightside,Nebraska,57279,Cuba,1,Online,Social Media,2
1645,56260,"2024-07-02",61,Glen,Smith,Glen Smith,Lake Markmouth,Virginia,62733,Colombia,3,In-Store,Email,5
73,85042,"2020-03-13",19,Allen,Scott,Allen Scott,South Lisaton,Colorado,94602,Cook Islands,2,Mobile App,Email,1
1238,20278,"2023-05-22",69,Justin,Smith,Justin Smith,Jamesside,Oklahoma,39535,Belarus,1,Online,Phone,4
740,1200,"2022-01-09",100,Nicholas,Carrillo,Nicholas Carrillo,West Elizabethmouth,Connecticut,72256,Madagascar,5,Telephone,Website,2
1148,19208,"2023-02-21",85,Madison,Hopkins,Madison Hopkins,Lake Patricia,Colorado,38690,South Africa,5,Telephone,Chat,3
656,73670,"2021-10-17",32,Bryan,Mitchell,Bryan Mitchell,Caseyville,New York,78190,Costa Rica,1,Online,Phone,3
145,50589,"2020-05-24",10,Robert,Williams,Robert Williams,South Stephenport,Montana,12479,Nepal,4,ATM,Website,5
1764,45921,"2024-10-29",57,Jeffrey,Kelly,Jeffrey Kelly,Bradleyshire,New York,93159,Netherlands Antilles,2,Mobile App,Social Media,4
1121,61912,"2023-01-25",99,Sheila,Davis,Sheila Davis,Port Dylan,Oklahoma,75720,Togo,5,Telephone,Social Media,1
351,55911,"2020-12-16",12,Christopher,Perry,Christopher Perry,North Katherine,Oklahoma,38791,Togo,4,ATM,Social Media,5
1237,62915,"2023-05-21",43,Christian,Ballard,Christian Ballard,Bishoptown,Indiana,37362,Nepal,2,Mobile App,Phone,2
58,3772,"2020-02-27",91,Adrian,Schmitt,Adrian Schmitt,Kathryntown,New Jersey,32489,Nepal,5,Telephone,Social Media,3
268,78394,"2020-09-24",67,James,Roth,James Roth,Ashleyview,Indiana,3397,Cuba,5,Telephone,In-Person,1
516,61923,"2021-05-30",98,Jeff,Anderson,Jeff Anderson,East Dominiquestad,Kentucky,73343,Switzerland,4,ATM,Chat,1
981,50359,"2022-09-07",56,Anita,Craig,Anita Craig,Port Bailey,Utah,19023,French Polynesia,1,Online,Chat,3
180,43911,"2020-06-28",19,Allen,Scott,Allen Scott,South Lisaton,Colorado,94602,Switzerland,5,Telephone,In-Person,5
633,75787,"2021-09-24",69,Justin,Smith,Justin Smith,Jamesside,Oklahoma,39535,Cambodia,2,Mobile App,Social Media,2
979,84925,"2022-09-05",46,David,Wilson,David Wilson,Colemantown,Idaho,37304,Niue,3,In-Store,Phone,4
190,43793,"2020-07-08",36,Nancy,Lawrence,Nancy Lawrence,Newtonfort,Missouri,24470,New Caledonia,5,Telephone,In-Person,2
1112,39205,"2023-01-16",91,Adrian,Schmitt,Adrian Schmitt,Kathryntown,New Jersey,32489,Aruba,4,ATM,Chat,4
1606,3390,"2024-05-24",27,Brian,Garcia,Brian Garcia,Garrettshire,New York,11320,French Polynesia,5,Telephone,In-Person,4
1512,11395,"2024-02-20",27,Brian,Garcia,Brian Garcia,Garrettshire,New York,11320,Saudi Arabia,5,Telephone,Social Media,1
886,93633,"2022-06-04",70,Jeffrey,Lowe,Jeffrey Lowe,New Lauraville,South Carolina,56491,Belarus,4,ATM,Phone,3
