"date_id","investment_id","investment_date","account_number","account_type","credit_score","investment_type_id","investment_type_name","investment_amount","investment_return"
1270,9783,"2023-06-23",8713903249,Investment,540,1,Decadeinvestment,2923.53,5023.77
1493,45163,"2024-02-01",4095934095,Savings,315,1,Decadeinvestment,1758.3,-1205.97
140,53541,"2020-05-19",1810851648,Savings,657,4,Characterinvestment,9308.53,1361.0
7,77856,"2020-01-07",3080407149,Savings,579,5,Musicinvestment,4615.39,2381.64
205,15897,"2020-07-23",8713903249,Investment,540,5,Musicinvestment,6096.86,10990.65
1480,22722,"2024-01-19",1378115510,Savings,677,1,Decadeinvestment,8820.24,-3128.74
683,45483,"2021-11-13",6440589972,Investment,338,2,Helpinvestment,9335.3,9371.25
48,9035,"2020-02-17",5255412319,Savings,313,4,Characterinvestment,8877.73,-3728.94
1731,20049,"2024-09-26",8735587101,Checking,836,1,Decadeinvestment,4284.76,475.56
909,20666,"2022-06-27",7414476694,Checking,751,2,Helpinvestment,1148.01,11707.93
1692,57820,"2024-08-18",6051679619,Checking,539,2,Helpinvestment,2318.11,-476.26
1204,27593,"2023-04-18",3126616099,Savings,443,1,Decadeinvestment,1511.97,-3897.07
1247,2694,"2023-05-31",5255412319,Savings,313,4,Characterinvestment,1941.9,6023.25
1596,61899,"2024-05-14",4959466220,Investment,521,5,Musicinvestment,6703.75,-167.69
1132,79457,"2023-02-05",5255412319,Savings,313,2,Helpinvestment,3743.68,8651.69
1376,15078,"2023-10-07",2335408268,Checking,561,1,Decadeinvestment,3886.77,-3098.25
562,46929,"2021-07-15",4051390763,Investment,310,4,Characterinvestment,3323.36,1560.04
1593,19769,"2024-05-11",7850976653,Investment,698,3,Clearinvestment,1830.29,-1963.12
664,95756,"2021-10-25",8905846858,Investment,404,1,Decadeinvestment,1716.48,13541.43
700,70551,"2021-11-30",8745713343,Checking,601,3,Clearinvestment,5672.01,1982.77
1262,69556,"2023-06-15",3249098952,Savings,523,1,Decadeinvestment,3766.68,-1418.53
688,63588,"2021-11-18",3302270666,Savings,726,5,Musicinvestment,9116.32,8078.36
510,34592,"2021-05-24",9539212672,Checking,664,3,Clearinvestment,2399.29,-1772.59
1331,84198,"2023-08-23",8466553961,Checking,513,3,Clearinvestment,4508.94,14248.68
845,71481,"2022-04-24",2971836125,Checking,359,1,Decadeinvestment,9894.15,6392.26
339,53807,"2020-12-04",4959466220,Investment,521,1,Decadeinvestment,6872.64,4177.65
693,39529,"2021-11-23",5341948287,Savings,705,2,Helpinvestment,2640.77,-4692.45
1242,66065,"2023-05-26",9543734386,Savings,612,2,Helpinvestment,9757.35,6257.87
910,3627,"2022-06-28",7414476694,Checking,751,2,Helpinvestment,6974.54,12547.36
510,88882,"2021-05-24",7414476694,Checking,751,3,Clearinvestment,4754.89,12169.42
1730,37960,"2024-09-25",1594417161,Investment,415,1,Decadeinvestment,1135.37,-4048.87
118,19470,"2020-04-27",7146993266,Savings,670,5,Musicinvestment,1578.3,14409.71
1390,61904,"2023-10-21",9559156298,Investment,490,3,Clearinvestment,5290.9,-2064.04
1313,38528,"2023-08-05",2335408268,Checking,561,5,Musicinvestment,1662.01,-2411.41
1220,75246,"2023-05-04",2971836125,Checking,359,4,Characterinvestment,7386.48,-1789.69
1273,24085,"2023-06-26",2342810792,Savings,816,2,Helpinvestment,4014.03,6218.96
366,65390,"2020-12-31",9356198692,Savings,506,3,Clearinvestment,3008.28,5773.81
734,1083,"2022-01-03",5244343629,Savings,800,1,Decadeinvestment,5021.76,-1479.28
601,53131,"2021-08-23",1378115510,Savings,677,3,Clearinvestment,6828.1,6390.96
438,26840,"2021-03-13",6920920144,Checking,748,3,Clearinvestment,7995.82,7079.29
470,63390,"2021-04-14",6656233056,Investment,418,4,Characterinvestment,7296.76,5243.97
292,6915,"2020-10-18",2100030995,Investment,357,2,Helpinvestment,3740.18,13871.91
912,67533,"2022-06-30",9539212672,Checking,664,5,Musicinvestment,5789.31,-614.4
1054,6938,"2022-11-19",9641676419,Checking,792,2,Helpinvestment,6329.97,655.74
1803,94511,"2024-12-07",7414476694,Checking,751,5,Musicinvestment,5227.69,-3968.29
118,31061,"2020-04-27",9139215473,Savings,443,1,Decadeinvestment,1874.18,11766.93
1021,24069,"2022-10-17",7268934381,Savings,666,2,Helpinvestment,8092.36,14936.07
955,89137,"2022-08-12",4467657561,Checking,576,4,Characterinvestment,1770.98,1496.72
830,53743,"2022-04-09",2507273526,Savings,778,3,Clearinvestment,3991.97,14037.54
316,1636,"2020-11-11",5341948287,Savings,705,2,Helpinvestment,2556.87,4155.39
1294,3594,"2023-07-17",8745713343,Checking,601,1,Decadeinvestment,6508.78,6995.5
1449,1099,"2023-12-19",8735587101,Checking,836,1,Decadeinvestment,4950.0,12626.55
652,7886,"2021-10-13",1210678639,Investment,518,3,Clearinvestment,7584.46,1683.52
1230,69299,"2023-05-14",2798483663,Investment,698,3,Clearinvestment,7093.79,14214.61
386,57796,"2021-01-20",7413651771,Checking,442,5,Musicinvestment,6697.32,13494.81
653,88767,"2021-10-14",9139215473,Savings,443,5,Musicinvestment,5350.59,10493.48
1037,23792,"2022-11-02",7697169500,Checking,553,3,Clearinvestment,8795.02,1795.08
1446,90377,"2023-12-16",7454293392,Investment,628,5,Musicinvestment,9642.02,-3758.47
983,88587,"2022-09-09",9543734386,Savings,612,2,Helpinvestment,3156.87,13909.13
1224,61690,"2023-05-08",4187234787,Savings,615,4,Characterinvestment,8379.76,11291.2
681,6983,"2021-11-11",2171840078,Savings,836,5,Musicinvestment,2204.58,7781.25
525,40675,"2021-06-08",1402844576,Savings,695,3,Clearinvestment,7171.32,10064.15
785,54588,"2022-02-23",2027696396,Investment,719,3,Clearinvestment,6259.7,2486.09
1792,9377,"2024-11-26",5623049910,Checking,438,4,Characterinvestment,4969.67,5520.43
1742,33781,"2024-10-07",5623049910,Checking,438,1,Decadeinvestment,4132.11,-2764.05
747,64248,"2022-01-16",9343070075,Investment,339,5,Musicinvestment,5117.99,3128.19
407,8013,"2021-02-10",9641676419,Checking,792,4,Characterinvestment,1057.04,5254.44
1216,91245,"2023-04-30",5866494339,Investment,422,2,Helpinvestment,3550.03,3579.61
811,84999,"2022-03-21",4467657561,Checking,576,1,Decadeinvestment,6180.81,10349.21
375,92507,"2021-01-09",3297859812,Checking,628,5,Musicinvestment,1541.19,3750.31
1138,2408,"2023-02-11",4467657561,Checking,576,4,Characterinvestment,2626.19,446.11
1137,71712,"2023-02-10",9356198692,Savings,506,2,Helpinvestment,9499.89,8952.38
1638,89433,"2024-06-25",1378115510,Savings,677,4,Characterinvestment,2088.12,2991.3
699,50857,"2021-11-29",1133303244,Investment,729,1,Decadeinvestment,9182.33,14280.74
1145,37868,"2023-02-18",4963601096,Savings,332,1,Decadeinvestment,5575.17,-4271.06
1520,12496,"2024-02-28",2387898494,Investment,827,3,Clearinvestment,7593.14,2962.12
1570,55739,"2024-04-18",8330786189,Savings,416,4,Characterinvestment,8464.14,2923.86
631,66992,"2021-09-22",5255412319,Savings,313,2,Helpinvestment,3465.05,4378.27
317,16456,"2020-11-12",7146993266,Savings,670,4,Characterinvestment,2729.24,5994.78
642,83546,"2021-10-03",2988264762,Checking,843,1,Decadeinvestment,7710.57,601.65
260,488,"2020-09-16",6684283366,Investment,776,2,Helpinvestment,4262.09,801.95
1662,16501,"2024-07-19",1378115510,Savings,677,3,Clearinvestment,2893.02,8805.07
1255,9205,"2023-06-08",9846911760,Investment,728,4,Characterinvestment,2560.77,8146.86
1517,44036,"2024-02-25",2971836125,Checking,359,1,Decadeinvestment,6814.28,12579.01
1318,80587,"2023-08-10",3816279528,Investment,674,4,Characterinvestment,8093.57,8638.8
1547,29696,"2024-03-26",8138063800,Savings,601,1,Decadeinvestment,5570.77,-27.04
1402,30898,"2023-11-02",5623049910,Checking,438,5,Musicinvestment,2300.24,-1577.47
729,53764,"2021-12-29",7414476694,Checking,751,1,Decadeinvestment,4662.78,-1427.72
1153,81464,"2023-02-26",5255412319,Savings,313,5,Musicinvestment,2132.44,-1641.9
1658,80568,"2024-07-15",2387898494,Investment,827,1,Decadeinvestment,3840.48,12648.62
1663,7022,"2024-07-20",5341948287,Savings,705,4,Characterinvestment,1478.08,13757.63
22,80354,"2020-01-22",3302270666,Savings,726,1,Decadeinvestment,7652.46,-2589.41
183,50158,"2020-07-01",1210678639,Investment,518,5,Musicinvestment,9140.66,1059.51
774,63747,"2022-02-12",2027696396,Investment,719,1,Decadeinvestment,9333.62,4914.95
167,98177,"2020-06-15",8138063800,Savings,601,1,Decadeinvestment,3189.12,4032.01
423,25887,"2021-02-26",6983934777,Investment,456,5,Musicinvestment,9223.5,8352.42
1283,88730,"2023-07-06",2507273526,Savings,778,1,Decadeinvestment,3791.41,9558.84
534,89606,"2021-06-17",3399529185,Savings,804,5,Musicinvestment,3126.46,-1352.04
1425,99142,"2023-11-25",7493577945,Investment,678,2,Helpinvestment,6015.5,3343.79
1402,90154,"2023-11-02",6196253681,Savings,834,4,Characterinvestment,1142.91,14018.97
1664,67202,"2024-07-21",9846911760,Investment,728,1,Decadeinvestment,7639.78,8437.27
170,13473,"2020-06-18",9287849202,Investment,790,4,Characterinvestment,9058.84,819.02
1004,18828,"2022-09-30",5646590499,Investment,814,4,Characterinvestment,6935.1,14689.65
1585,82685,"2024-05-03",4155141978,Investment,700,4,Characterinvestment,6874.69,138.94
1721,96047,"2024-09-16",2988264762,Checking,843,4,Characterinvestment,3125.41,2390.33
588,25646,"2021-08-10",3816279528,Investment,674,3,Clearinvestment,2789.58,4275.36
1040,91308,"2022-11-05",8023173848,Savings,789,1,Decadeinvestment,3481.95,10147.96
191,19598,"2020-07-09",2988264762,Checking,843,2,Helpinvestment,6749.98,13623.78
1360,48861,"2023-09-21",9539212672,Checking,664,5,Musicinvestment,4938.48,3719.11
845,56921,"2022-04-24",8735587101,Checking,836,5,Musicinvestment,7495.62,-4361.93
1545,70959,"2024-03-24",3297859812,Checking,628,1,Decadeinvestment,9339.88,10721.31
598,2339,"2021-08-20",4596726978,Savings,593,2,Helpinvestment,3477.47,14233.26
393,62729,"2021-01-27",6221773017,Investment,476,3,Clearinvestment,7012.54,10797.04
1235,70213,"2023-05-19",2552240900,Investment,553,2,Helpinvestment,1236.13,-4531.7
1547,25323,"2024-03-26",5646590499,Investment,814,1,Decadeinvestment,7834.13,4838.03
194,92911,"2020-07-12",6196253681,Savings,834,2,Helpinvestment,3106.2,12572.71
134,83268,"2020-05-13",4963601096,Savings,332,4,Characterinvestment,6048.03,4061.14
384,57930,"2021-01-18",9139215473,Savings,443,1,Decadeinvestment,7452.6,13906.54
1067,21501,"2022-12-02",6556879216,Savings,462,2,Helpinvestment,6043.74,12298.25
1746,68190,"2024-10-11",7454293392,Investment,628,5,Musicinvestment,1494.16,1629.25
364,80461,"2020-12-29",4959466220,Investment,521,1,Decadeinvestment,8320.65,13575.41
875,60119,"2022-05-24",2988264762,Checking,843,1,Decadeinvestment,3591.24,-2444.46
509,54289,"2021-05-23",3080407149,Savings,579,4,Characterinvestment,9808.13,6434.97
690,17770,"2021-11-20",3297859812,Checking,628,4,Characterinvestment,6380.8,-3507.69
581,23273,"2021-08-03",2835651681,Investment,828,5,Musicinvestment,4237.22,13434.28
76,68027,"2020-03-16",1378115510,Savings,677,2,Helpinvestment,1932.3,12033.45
1642,89089,"2024-06-29",5646590499,Investment,814,3,Clearinvestment,3528.4,4228.03
568,49466,"2021-07-21",5244343629,Savings,800,4,Characterinvestment,3683.23,53.62
670,78532,"2021-10-31",7850976653,Investment,698,3,Clearinvestment,9554.65,6494.38
355,21641,"2020-12-20",8138063800,Savings,601,4,Characterinvestment,4525.53,3537.66
1185,68448,"2023-03-30",3126616099,Savings,443,2,Helpinvestment,7587.52,4600.02
1097,29525,"2023-01-01",7697169500,Checking,553,3,Clearinvestment,7600.38,-4140.96
1114,69896,"2023-01-18",5975269469,Checking,732,2,Helpinvestment,1633.2,14535.43
993,999,"2022-09-19",2971836125,Checking,359,3,Clearinvestment,4162.09,-4056.06
823,35098,"2022-04-02",8512646775,Savings,664,5,Musicinvestment,1752.06,5746.95
913,45842,"2022-07-01",7454293392,Investment,628,2,Helpinvestment,1922.28,7538.34
1146,31281,"2023-02-19",5975269469,Checking,732,1,Decadeinvestment,7801.97,4040.85
1303,38988,"2023-07-26",7146993266,Savings,670,5,Musicinvestment,7700.43,14669.98
1681,83520,"2024-08-07",9343070075,Investment,339,3,Clearinvestment,1010.81,-3722.08
737,34996,"2022-01-06",7740150564,Investment,586,1,Decadeinvestment,2267.57,-3226.31
1361,24787,"2023-09-22",2507273526,Savings,778,5,Musicinvestment,1001.78,3908.9
454,63020,"2021-03-29",6051679619,Checking,539,3,Clearinvestment,9224.43,10169.67
581,53158,"2021-08-03",1905214712,Checking,323,5,Musicinvestment,2022.64,8453.94
1121,35635,"2023-01-25",3816279528,Investment,674,4,Characterinvestment,5585.61,5522.07
1577,27093,"2024-04-25",9543734386,Savings,612,5,Musicinvestment,4767.71,14599.02
524,85280,"2021-06-07",5988217223,Checking,760,3,Clearinvestment,8926.0,1335.65
597,34511,"2021-08-19",9846911760,Investment,728,1,Decadeinvestment,7459.98,9451.28
1704,33355,"2024-08-30",9846911760,Investment,728,1,Decadeinvestment,2354.79,-1997.79
1241,23519,"2023-05-25",1075123078,Savings,411,1,Decadeinvestment,2727.21,14392.15
968,42343,"2022-08-25",2768618389,Savings,681,5,Musicinvestment,3759.8,4420.76
122,45714,"2020-05-01",4467657561,Checking,576,4,Characterinvestment,6659.37,-1490.55
904,54667,"2022-06-22",1905214712,Checking,323,5,Musicinvestment,8131.13,5356.27
1261,33605,"2023-06-14",2389511583,Savings,819,1,Decadeinvestment,3712.23,-3426.6
661,67688,"2021-10-22",2507273526,Savings,778,1,Decadeinvestment,4193.43,-4786.26
1659,5559,"2024-07-16",2100030995,Investment,357,4,Characterinvestment,9776.47,-2785.41
1157,47114,"2023-03-02",2552240900,Investment,553,1,Decadeinvestment,8146.54,6192.9
1106,28999,"2023-01-10",6920920144,Checking,748,4,Characterinvestment,5089.52,10566.22
728,28507,"2021-12-28",6065704667,Checking,350,4,Characterinvestment,7701.9,7631.41
508,73079,"2021-05-22",2171840078,Savings,836,3,Clearinvestment,8433.29,-3386.65
351,18328,"2020-12-16",1378115510,Savings,677,1,Decadeinvestment,1577.37,4716.15
925,96730,"2022-07-13",8330786189,Savings,416,2,Helpinvestment,6519.72,-295.92
1776,62568,"2024-11-10",5002360478,Investment,467,1,Decadeinvestment,2078.79,13247.96
397,85438,"2021-01-31",4155141978,Investment,700,2,Helpinvestment,2068.75,10757.62
822,68112,"2022-04-01",9343070075,Investment,339,3,Clearinvestment,5367.09,-3618.28
1405,74963,"2023-11-05",2835651681,Investment,828,3,Clearinvestment,2928.51,12131.75
219,32243,"2020-08-06",9846911760,Investment,728,4,Characterinvestment,6399.66,2049.27
918,96757,"2022-07-06",2027696396,Investment,719,2,Helpinvestment,4583.76,19.0
148,64185,"2020-05-27",4187234787,Savings,615,3,Clearinvestment,7596.62,-338.07
1067,1354,"2022-12-02",4467657561,Checking,576,1,Decadeinvestment,9174.33,11703.35
22,1990,"2020-01-22",6196253681,Savings,834,3,Clearinvestment,1852.31,-4451.19
927,84115,"2022-07-15",8735587101,Checking,836,4,Characterinvestment,8228.05,7879.29
71,32218,"2020-03-11",1594417161,Investment,415,1,Decadeinvestment,3634.12,971.78
915,43573,"2022-07-03",1378115510,Savings,677,5,Musicinvestment,5002.24,-3153.24
1443,16424,"2023-12-13",3221389644,Savings,600,4,Characterinvestment,5924.36,11509.1
539,61917,"2021-06-22",6196253681,Savings,834,1,Decadeinvestment,9753.82,-752.01
299,91358,"2020-10-25",4095934095,Savings,315,2,Helpinvestment,9980.64,10176.05
26,9439,"2020-01-26",3297859812,Checking,628,5,Musicinvestment,7546.65,14513.08
1640,31221,"2024-06-27",2335408268,Checking,561,1,Decadeinvestment,8991.56,-89.31
170,99523,"2020-06-18",2507273526,Savings,778,5,Musicinvestment,6986.59,13815.14
938,88458,"2022-07-26",1810851648,Savings,657,1,Decadeinvestment,1669.94,8689.07
1430,67618,"2023-11-30",5646590499,Investment,814,1,Decadeinvestment,7867.86,-1767.32
800,23219,"2022-03-10",2798483663,Investment,698,4,Characterinvestment,7796.08,7218.4
380,80893,"2021-01-14",5159171446,Savings,508,1,Decadeinvestment,6814.32,10407.81
322,58313,"2020-11-17",1594417161,Investment,415,5,Musicinvestment,3377.75,-2752.81
1388,64141,"2023-10-19",4187234787,Savings,615,3,Clearinvestment,7108.99,-1306.65
409,56577,"2021-02-12",5988217223,Checking,760,4,Characterinvestment,7871.38,5723.33
309,86444,"2020-11-04",2027696396,Investment,719,2,Helpinvestment,1717.22,1866.39
1475,29661,"2024-01-14",2835651681,Investment,828,3,Clearinvestment,3149.11,4750.7
1559,32798,"2024-04-07",7850976653,Investment,698,1,Decadeinvestment,1336.26,10337.38
694,72368,"2021-11-24",3126616099,Savings,443,5,Musicinvestment,6830.42,4404.05
724,85099,"2021-12-24",6196253681,Savings,834,1,Decadeinvestment,8157.97,4801.72
128,58893,"2020-05-07",3040393128,Checking,439,1,Decadeinvestment,1019.59,14564.44
1293,48946,"2023-07-16",7850976653,Investment,698,1,Decadeinvestment,2735.64,12614.99
1411,55306,"2023-11-11",2335408268,Checking,561,5,Musicinvestment,3170.98,-296.33
1022,67889,"2022-10-18",4095934095,Savings,315,3,Clearinvestment,9318.67,7593.04
667,97424,"2021-10-28",4963601096,Savings,332,2,Helpinvestment,5517.67,12953.42
1699,36078,"2024-08-25",9139215473,Savings,443,1,Decadeinvestment,6446.81,-716.6
1792,71727,"2024-11-26",9543734386,Savings,612,5,Musicinvestment,2138.53,7899.28
1425,54619,"2023-11-25",3249098952,Savings,523,3,Clearinvestment,5565.56,14126.76
183,20385,"2020-07-01",8713903249,Investment,540,2,Helpinvestment,4392.47,3898.53
1127,82588,"2023-01-31",3302270666,Savings,726,3,Clearinvestment,8711.77,-2719.79
1459,28363,"2023-12-29",6051679619,Checking,539,5,Musicinvestment,3277.7,1284.87
589,42314,"2021-08-11",9343070075,Investment,339,4,Characterinvestment,1045.51,-237.95
1265,86423,"2023-06-18",1764838640,Investment,783,4,Characterinvestment,3072.42,14976.09
394,88609,"2021-01-28",2768618389,Savings,681,2,Helpinvestment,9128.65,1549.71
376,98084,"2021-01-10",6065704667,Checking,350,3,Clearinvestment,9061.28,8696.15
132,45939,"2020-05-11",9139215473,Savings,443,1,Decadeinvestment,9476.32,-4287.2
636,37463,"2021-09-27",5002360478,Investment,467,3,Clearinvestment,4450.46,7895.24
766,7923,"2022-02-04",2171840078,Savings,836,1,Decadeinvestment,4603.61,12842.38
231,86074,"2020-08-18",8902869633,Savings,721,3,Clearinvestment,3341.28,-1373.65
1765,48405,"2024-10-30",6556879216,Savings,462,3,Clearinvestment,5736.73,11655.65
1480,79837,"2024-01-19",6656233056,Investment,418,5,Musicinvestment,6367.1,428.02
168,58823,"2020-06-16",3399529185,Savings,804,3,Clearinvestment,5052.56,10147.88
1481,24634,"2024-01-20",6221773017,Investment,476,3,Clearinvestment,8722.46,-3087.95
1725,22440,"2024-09-20",2335408268,Checking,561,1,Decadeinvestment,3470.15,2393.83
1803,92606,"2024-12-07",8666354042,Savings,558,4,Characterinvestment,5617.21,7954.5
539,46905,"2021-06-22",6556879216,Savings,462,2,Helpinvestment,9111.83,3570.83
825,88150,"2022-04-04",2835651681,Investment,828,2,Helpinvestment,6046.63,651.18
1662,85688,"2024-07-19",4596726978,Savings,593,5,Musicinvestment,2792.2,-4739.15
1015,95983,"2022-10-11",3080407149,Savings,579,5,Musicinvestment,3149.76,-936.16
1731,78489,"2024-09-26",3249098952,Savings,523,2,Helpinvestment,9121.55,1353.58
1391,94764,"2023-10-22",7850976653,Investment,698,3,Clearinvestment,1088.54,11702.45
1723,7601,"2024-09-18",4187234787,Savings,615,4,Characterinvestment,4848.36,3188.05
868,51454,"2022-05-17",6196253681,Savings,834,1,Decadeinvestment,1010.27,8709.99
1589,53133,"2024-05-07",2743334768,Investment,398,2,Helpinvestment,9069.65,-3369.13
323,3422,"2020-11-18",5975269469,Checking,732,1,Decadeinvestment,1472.38,9316.35
1281,53145,"2023-07-04",4596726978,Savings,593,5,Musicinvestment,1454.05,10385.4
772,39309,"2022-02-10",4467657561,Checking,576,5,Musicinvestment,4242.5,799.59
399,1063,"2021-02-02",6065704667,Checking,350,1,Decadeinvestment,2332.1,13494.75
1333,7756,"2023-08-25",1764838640,Investment,783,3,Clearinvestment,6780.54,11033.12
1491,40744,"2024-01-30",3274150100,Investment,660,1,Decadeinvestment,7206.38,-3752.09
651,72808,"2021-10-12",8735587101,Checking,836,1,Decadeinvestment,6167.55,3556.93
197,30507,"2020-07-15",7740150564,Investment,586,2,Helpinvestment,1471.89,10058.59
234,15431,"2020-08-21",2100030995,Investment,357,1,Decadeinvestment,8030.0,6145.48
1287,56853,"2023-07-10",7414476694,Checking,751,3,Clearinvestment,5125.53,2727.95
1730,20348,"2024-09-25",5866494339,Investment,422,2,Helpinvestment,3494.86,-1685.36
388,61253,"2021-01-22",5244343629,Savings,800,2,Helpinvestment,3994.83,-3084.9
220,92125,"2020-08-07",2389511583,Savings,819,3,Clearinvestment,9070.13,5450.78
1788,89625,"2024-11-22",7268934381,Savings,666,1,Decadeinvestment,6428.54,-4489.42
461,97414,"2021-04-05",2552240900,Investment,553,1,Decadeinvestment,7404.14,-1668.43
791,80614,"2022-03-01",4963601096,Savings,332,5,Musicinvestment,9192.74,2344.18
1689,99331,"2024-08-15",2387898494,Investment,827,1,Decadeinvestment,8184.85,8659.42
594,32731,"2021-08-16",2798483663,Investment,698,3,Clearinvestment,6179.52,7396.57
1519,52082,"2024-02-27",4187234787,Savings,615,5,Musicinvestment,2624.1,-3018.72
1086,3484,"2022-12-21",2387898494,Investment,827,2,Helpinvestment,7787.53,-3233.5
1195,21234,"2023-04-09",2507273526,Savings,778,4,Characterinvestment,8007.94,4414.47
1607,24682,"2024-05-25",2389511583,Savings,819,5,Musicinvestment,9285.1,5679.51
957,8339,"2022-08-14",2988264762,Checking,843,2,Helpinvestment,5667.35,9206.53
920,39213,"2022-07-08",9559156298,Investment,490,5,Musicinvestment,7376.62,-3094.62
79,66290,"2020-03-19",4095934095,Savings,315,3,Clearinvestment,5845.28,-4612.57
51,87612,"2020-02-20",3080407149,Savings,579,5,Musicinvestment,3994.54,9373.63
1083,5742,"2022-12-18",9367791903,Investment,461,3,Clearinvestment,5794.98,6312.46
1689,90130,"2024-08-15",5244343629,Savings,800,5,Musicinvestment,3967.65,11794.37
1670,30400,"2024-07-27",3399529185,Savings,804,3,Clearinvestment,5499.17,966.08
1242,38372,"2023-05-26",6684283366,Investment,776,5,Musicinvestment,6572.9,5145.83
97,43128,"2020-04-06",2171840078,Savings,836,4,Characterinvestment,5377.48,14838.07
604,88456,"2021-08-26",5646590499,Investment,814,3,Clearinvestment,6076.62,5752.16
895,32847,"2022-06-13",9543734386,Savings,612,3,Clearinvestment,4443.81,6595.54
1134,91881,"2023-02-07",8512646775,Savings,664,1,Decadeinvestment,6897.84,4436.79
1719,2460,"2024-09-14",2027696396,Investment,719,3,Clearinvestment,4414.78,483.96
373,82929,"2021-01-07",1905214712,Checking,323,4,Characterinvestment,4421.42,4754.01
778,28686,"2022-02-16",1402844576,Savings,695,4,Characterinvestment,3926.34,467.28
1327,77085,"2023-08-19",9559156298,Investment,490,3,Clearinvestment,3437.59,2742.95
202,65066,"2020-07-20",8745713343,Checking,601,5,Musicinvestment,5462.68,-644.1
985,57585,"2022-09-11",2768618389,Savings,681,4,Characterinvestment,7396.29,1876.54
1721,92924,"2024-09-16",3816279528,Investment,674,5,Musicinvestment,3658.1,4130.76
867,27149,"2022-05-16",4051390763,Investment,310,1,Decadeinvestment,6094.46,-2657.38
981,48384,"2022-09-07",7268934381,Savings,666,3,Clearinvestment,8993.11,14565.19
834,35304,"2022-04-13",1210678639,Investment,518,2,Helpinvestment,7896.49,10857.28
468,70220,"2021-04-12",7750543145,Savings,640,4,Characterinvestment,2063.33,3335.15
181,33577,"2020-06-29",1133303244,Investment,729,5,Musicinvestment,1196.63,14606.66
1275,86642,"2023-06-28",7454293392,Investment,628,3,Clearinvestment,6151.46,4469.18
1342,83807,"2023-09-03",9356198692,Savings,506,1,Decadeinvestment,2814.34,-3768.8
583,37951,"2021-08-05",3080407149,Savings,579,5,Musicinvestment,1721.12,1790.7
1655,75535,"2024-07-12",7697169500,Checking,553,5,Musicinvestment,9471.23,1744.73
1556,10398,"2024-04-04",6920920144,Checking,748,4,Characterinvestment,7155.88,12788.76
808,26047,"2022-03-18",5244343629,Savings,800,2,Helpinvestment,4963.02,239.71
102,57543,"2020-04-11",8466553961,Checking,513,1,Decadeinvestment,8942.91,-4767.94
284,53079,"2020-10-10",1594417161,Investment,415,2,Helpinvestment,4115.6,648.94
481,70227,"2021-04-25",3249098952,Savings,523,5,Musicinvestment,5153.05,-1306.54
1072,16220,"2022-12-07",1764838640,Investment,783,5,Musicinvestment,8840.66,5116.34
225,12377,"2020-08-12",8713903249,Investment,540,4,Characterinvestment,3960.97,10724.58
1135,54996,"2023-02-08",2988264762,Checking,843,2,Helpinvestment,5819.25,1520.9
736,1243,"2022-01-05",3126616099,Savings,443,4,Characterinvestment,1986.33,13770.94
1225,52613,"2023-05-09",5002360478,Investment,467,1,Decadeinvestment,2144.51,6104.34
1410,66003,"2023-11-10",5341948287,Savings,705,2,Helpinvestment,6927.06,1598.35
478,77981,"2021-04-22",4051390763,Investment,310,3,Clearinvestment,9509.24,11254.34
334,58550,"2020-11-29",5975269469,Checking,732,2,Helpinvestment,4133.3,13814.81
172,32833,"2020-06-20",7413651771,Checking,442,5,Musicinvestment,7038.99,103.84
347,76897,"2020-12-12",2387898494,Investment,827,1,Decadeinvestment,7900.02,9621.27
1466,43662,"2024-01-05",1378115510,Savings,677,5,Musicinvestment,8515.44,9525.92
425,1325,"2021-02-28",2342810792,Savings,816,4,Characterinvestment,6477.22,3397.13
418,48855,"2021-02-21",8666354042,Savings,558,2,Helpinvestment,7161.18,5832.1
1501,36460,"2024-02-09",1378115510,Savings,677,3,Clearinvestment,8805.91,12798.7
1561,86673,"2024-04-09",8745713343,Checking,601,3,Clearinvestment,5752.18,4763.81
539,64738,"2021-06-22",1905214712,Checking,323,5,Musicinvestment,6857.44,13815.3
1762,44272,"2024-10-27",3221389644,Savings,600,2,Helpinvestment,7254.34,4006.12
480,1685,"2021-04-24",2389511583,Savings,819,3,Clearinvestment,5260.71,2123.66
756,15654,"2022-01-25",8023173848,Savings,789,2,Helpinvestment,3322.97,4244.1
1736,21549,"2024-10-01",7697169500,Checking,553,2,Helpinvestment,6908.59,10893.57
435,82230,"2021-03-10",4596726978,Savings,593,2,Helpinvestment,6913.2,-3012.62
141,59818,"2020-05-20",2100030995,Investment,357,4,Characterinvestment,2810.0,13155.65
154,48108,"2020-06-02",7718346871,Checking,775,5,Musicinvestment,2357.9,5522.69
211,72131,"2020-07-29",6684283366,Investment,776,5,Musicinvestment,2525.51,10240.01
1491,30484,"2024-01-30",9139215473,Savings,443,1,Decadeinvestment,2582.45,8369.19
1672,16306,"2024-07-29",9543734386,Savings,612,2,Helpinvestment,9874.12,4848.11
1371,67459,"2023-10-02",7454293392,Investment,628,5,Musicinvestment,1245.91,9840.48
369,76131,"2021-01-03",7414476694,Checking,751,4,Characterinvestment,8659.31,-3747.07
1113,63876,"2023-01-17",6221773017,Investment,476,1,Decadeinvestment,8034.6,7385.05
1547,23016,"2024-03-26",5255412319,Savings,313,2,Helpinvestment,9614.86,-1652.66
